business_website,business_email,business_legal_name,business_phone,id,license_status,business_dba_name,license_number,licensing_authority_id,licensing_authority,license_designation,premise_state,license_status_date,license_term,issue_date,expiration_date,business_owner_name,business_structure,activity,parcel_number,business_image_url,license_type,premise_latitude,premise_longitude,premise_county,premise_city,premise_street_address,data_refreshed_date
,,True Wellness Aberdeen,,60,,True Wellness Aberdeen,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.5058493,-76.1662826,Harford County,Aberdeen,226 S Philadelphia Blvd,2023-04-30T18:25:51.694223
,,Rise-Joppa,,61,,Rise-Joppa,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.4299209,-76.3524001,Harford County,Joppatowne,702 Pulaski Hwy,2023-04-30T18:25:51.694223
,,Rev Canna,,62,,Rev Canna,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.4755986,-76.3089035,Harford County,Abingdon,3111 Emmorton Rd,2023-04-30T18:25:51.694223
,,Nature's Medicines,,63,,Nature's Medicines,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.2791691,-76.8627722,Howard County,Ellicott City,10169 Baltimore National Pike,2023-04-30T18:25:51.694223
,,Zen Leaf,,64,,Zen Leaf,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.1738642,-76.7727403,Howard County,Jessup,7221 Montevideo Rd #150,2023-04-30T18:25:51.694223
,,"Nature's Medicines1657 Crofton Blvd.Crofton, MD 21114",,65,,"Nature's Medicines1657 Crofton Blvd.Crofton, MD 21114",,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.0160686,-76.6981177,Anne Arundel County,Crofton,Crofton Blvd,2023-04-30T18:25:51.694223
,,"Four Green Fields, LLC",,66,,"Four Green Fields, LLC",,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.635061,-76.2700651,Harford County,Street,3518 Conowingo Rd,2023-04-30T18:25:51.694223
,,"The Living Room Company, LLC",,67,,"The Living Room Company, LLC",,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.3795173,-76.72873469999999,Baltimore County,Pikesville,1636 Reisterstown Rd,2023-04-30T18:25:51.694223
,,Health For Life Bethesda,,68,,Health For Life Bethesda,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,38.9882699,-77.0970729,Montgomery County,Bethesda,4909 Fairmont Ave,2023-04-30T18:25:51.694223
,,"Chesapeake Health Sciences, LLC102 Carroll Island Rd.Baltimore, MD  21220",,69,,"Chesapeake Health Sciences, LLC102 Carroll Island Rd.Baltimore, MD  21220",,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.3375791,-76.40016059999999,Baltimore County,Middle River,102 Carroll Island Rd,2023-04-30T18:25:51.694223
,,Rise Bethesda,,70,,Rise Bethesda,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.0264464,-77.1253055,Montgomery County,Bethesda,10401 Old Georgetown Rd #210,2023-04-30T18:25:51.694223
,,Rise Silver Spring,,71,,Rise Silver Spring,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,38.9889593,-77.02419619999999,Montgomery County,Silver Spring,7900 Fenton St,2023-04-30T18:25:51.694223
,,Green Point Wellness,,72,,Green Point Wellness,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.1959308,-76.68578099999999,Anne Arundel County,Linthicum Heights,823a Elkridge Landing Rd,2023-04-30T18:25:51.694223
,,Herbiculture,,73,,Herbiculture,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.11121929999999,-76.9324752,Montgomery County,MD,Burtonsville,2023-04-30T18:25:51.694223
,,"OC Botanicals, LLC",,74,,"OC Botanicals, LLC",,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,38.3368235,-75.1139002,Worcester County,Ocean City,12600 Marjan Ln #100,2023-04-30T18:25:51.694223
,,"Mission Catonsville6328 Baltimore National PikeCatonsville, MD  21228",,75,,"Mission Catonsville6328 Baltimore National PikeCatonsville, MD  21228",,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.2845659,-76.7554899,Baltimore County,Catonsville,6328 Baltimore National Pike,2023-04-30T18:25:51.694223
,,MI Health,,76,,MI Health,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.1622622,-77.16513909999999,Montgomery County,Gaithersburg,8355 Snouffer School Rd,2023-04-30T18:25:51.694223
,,Verilife,,77,,Verilife,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.0445369,-77.1102543,Montgomery County,North Bethesda,5544 Nicholson Ln,2023-04-30T18:25:51.694223
,,Zen Leaf Germantown,,78,,Zen Leaf Germantown,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.1786757,-77.27040459999999,Montgomery County,Germantown,13007 Wisteria Dr,2023-04-30T18:25:51.694223
,,Altpharm,,79,,Altpharm,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,38.8258746,-76.91964349999999,Prince George's County,Camp Springs,4710 Auth Pl # 595,2023-04-30T18:25:51.694223
,,Mary and Main,,80,,Mary and Main,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,38.8888208,-76.85259169999999,Prince George's County,Capitol Heights,8801 Hampton Mall Dr N,2023-04-30T18:25:51.694223
,,JOVA Wellness Center,,81,,JOVA Wellness Center,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,38.8011496,-76.90618839999999,Prince George's County,Camp Springs,5846 Allentown Way,2023-04-30T18:25:51.694223
,,Medleaf,,82,,Medleaf,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,38.8169443,-76.8413065,Prince George's County,Upper Marlboro,9520 Marlboro Pike,2023-04-30T18:25:51.694223
,,Allegany Med Marijuana Dispensary,,83,,Allegany Med Marijuana Dispensary,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.6476103,-78.7689457,Allegany County,Cumberland,100 Beall St,2023-04-30T18:25:51.694223
,,Zen Leaf Waldorf,,84,,Zen Leaf Waldorf,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,38.6300001,-76.9029453,Charles County,Waldorf,Old Washington Rd,2023-04-30T18:25:51.694223
,,Ash + Ember,,85,,Ash + Ember,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.032252,-76.073865,Queen Anne's County,Centreville,202 Coursevall Dr #108,2023-04-30T18:25:51.694223
,,"Maryland Heath & Wellness Center, Inc.",,86,,"Maryland Heath & Wellness Center, Inc.",,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.6315156,-77.76011660000002,Washington County,Hagerstown,1571 Wesel Blvd,2023-04-30T18:25:51.694223
,,Hi-Tide,,87,,Hi-Tide,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,38.3368235,-75.1139002,Worcester County,Ocean City,12600 Marjan Ln #100,2023-04-30T18:25:51.694223
,,Oceans Dispensary,,88,,Oceans Dispensary,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.33760590000001,-76.4002847,Baltimore County,Middle River,100 Carroll Island Rd,2023-04-30T18:25:51.694223
,,Curaleaf Gaithersburg,,89,,Curaleaf Gaithersburg,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.1705331,-77.20727509999999,Montgomery County,Gaithersburg,10011 Stedwick Rd,2023-04-30T18:25:51.694223
,,Gold Leaf,,90,,Gold Leaf,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,38.9825567,-76.5347807,Anne Arundel County,Annapolis,2029 West St,2023-04-30T18:25:51.694223
,,Greenlight Therapeutics,,91,,Greenlight Therapeutics,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.0475112,-76.6643277,Anne Arundel County,Gambrills,782 MD-3 a,2023-04-30T18:25:51.694223
,,Verilife (98),,92,,Verilife (98),,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.5937602,-76.9978448,Carroll County,Westminster,700 Corporate Center Ct # K,2023-04-30T18:25:51.694223
,,"Charm City Medicus, LLC",,93,,"Charm City Medicus, LLC",,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.2916291,-76.51229839999999,Baltimore County,Baltimore,717 North Point Blvd,2023-04-30T18:25:51.694223
,,Nirvana Center,,94,,Nirvana Center,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.29101180000001,-76.7153056,Baltimore County,Baltimore,5225 Baltimore National Pike,2023-04-30T18:25:51.694223
,,Maryland Physician Partners,,95,,Maryland Physician Partners,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.1749113,-76.5454614,Anne Arundel County,Curtis Bay,7609 Energy Pkwy STE 901,2023-04-30T18:25:51.694223
,,The Dispensary,,96,,The Dispensary,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.5753791,-76.9958149,Carroll County,MD,Westminster,2023-04-30T18:25:51.694223
,,Waave Cannabis,,97,,Waave Cannabis,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,38.9866772,-76.87840969999999,Prince George's County,Greenbelt,7232 Hanover Pkwy,2023-04-30T18:25:51.694223
,,Dr. Dots Dispensary,,98,,Dr. Dots Dispensary,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.2986198,-76.6197957,,Baltimore,805 N Howard St,2023-04-30T18:25:51.694223
,,Oceanside Cannabis,,99,,Oceanside Cannabis,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.10046699999999,-76.56343629999999,Anne Arundel County,Severna Park,16 Magothy Bridge Rd,2023-04-30T18:25:51.694223
,,Green Point Wellness,,100,,Green Point Wellness,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.1034155,-76.84395649999999,Prince George's County,Laurel,116 Washington Blvd,2023-04-30T18:25:51.694223
,,Sweetbuds Dispensary,,101,,Sweetbuds Dispensary,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.3800958,-77.4231988,Frederick County,Frederick,5312 New Design Rd,2023-04-30T18:25:51.694223
,,Green Goods,,102,,Green Goods,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,39.4162356,-77.44550129999999,Frederick County,Frederick,1080 W Patrick St,2023-04-30T18:25:51.694223
