business_website,business_email,business_legal_name,business_phone,premise_street_address,id,license_status,business_dba_name,license_number,licensing_authority_id,licensing_authority,license_designation,premise_state,license_status_date,license_term,issue_date,expiration_date,business_owner_name,business_structure,activity,parcel_number,business_image_url,license_type,data_refreshed_date
https://www.blairwellness.com/,melissa@blairwellness.com,Mmcc,410-323-0100,,18,,Mmcc,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
https://www.blueridgewellnessmd.com/,management%20@blueridgewellnessmd.com,Mmcc,301-640-5265,,19,,Mmcc,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
https://www.somdrelief.com/,brittani@somdrelief.com,Mmcc,301-242-3200,,20,,Mmcc,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
https://www.herbafi.com/,info@herbafi.com,Mmcc,,,21,,Mmcc,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
https://www.kannavis.org/,info@kannavis.org,Mmcc,301-810-2962,,22,,Mmcc,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
https://www.ncwmedical.com/,dbridges@ncwmedical.com,Mmcc,443-252-1383,,23,,Mmcc,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
https://www.zenitywellness.com/,info@zenitywellness.com,Mmcc,301-304-4100,,24,,Mmcc,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
https://www.grassrootscannabis.com/,gaithersburgherbology@gmail.com,Mmcc,,,25,,Mmcc,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
https://herbologydispensary.com/,westminster@herbologydispensary.com,Mmcc,443-952-4127,,26,,Mmcc,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
https://www.curaleaf.com/,Info.takoma@curaleaf.com,Mmcc,301-679-6240,,27,,Mmcc,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
https://www.libertycannabis.com/,hello@libertycannabis.com,Mmcc,301-603-2747,,28,,Mmcc,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
https://www.mpsbaltimore.com/,info@mpsbaltimore.com,Mmcc,443-873-6974,,29,,Mmcc,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
https://www.euphoriawellnessmd.com/,info@euphoriawellnessmd.com,Mmcc,301-882-7910,,30,,Mmcc,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
https://www.trilogy.health.com/,info@trilogyh.health.com,Mmcc,443-539-7372,,31,,Mmcc,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
https://culta.io/,,Mmcc,844-507-9333,,32,,Mmcc,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
https://chesacanna.com/,%20info@chesacanna.com,Mmcc,410-650-6555,,33,,Mmcc,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
https://greenwavemd.com/,%20info@greenwavemd.com,Mmcc,410-394-3936,,34,,Mmcc,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
https://www.growwestmd.com/,,Mmcc,833-942-9900,,35,,Mmcc,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
http://www.findinghaven.com/,kim@findinghaven.com,Haven,240-650-0420,"7501 Clymer Dr. Brandywine, MD 20619",36,,Haven,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
https://potomacholistics.com/,%20info@potomacholistics.com,Mmcc,240-654-5276,,37,,Mmcc,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
https://www.amedicanna.com/,,Mmcc,,,38,,Mmcc,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
https://www.harvesthoc.com/,,Mmcc,,,39,,Mmcc,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
https://shopatbloom.com/,,Mmcc,,,40,,Mmcc,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
https://ethoscannabis.com/,,Mmcc,,,41,,Mmcc,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
https://ethoscannabis.com/,,Mmcc,,,42,,Mmcc,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Mana Middle River,,"100 Carroll Island Rd., Middle River, MD 21220",43,,Mana Middle River,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Curaleaf,,"11722 Reisterstown Rd., Reisterstown, MD 21136",44,,Curaleaf,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Curio Wellness,,"2060-A York Rd., Timonium, MD 21093",45,,Curio Wellness,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Your Farmacy,,"1526 York Rd., Lutherville, MD 21093",46,,Your Farmacy,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Health for Life Baltimore,,"6807 Rolling Mill Rd., Baltimore, MD 21224",47,,Health for Life Baltimore,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Health for Life White Marsh,,"4741 Ridge Rd., Nottingham, MD 21236",48,,Health for Life White Marsh,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Remedy Baltimore,443-348-3297,"7165-C Security Blvd., Windsor Mill, MD 21244,",49,,Remedy Baltimore,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Temescal Wellness of MD LLC,,"1636 Reisterstown Rd., Pikesville, MD 21208",50,,Temescal Wellness of MD LLC,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,"ReLeaf Shop1114 Cathedral St., Suite 5Baltimore, MD  21201",,,51,,"ReLeaf Shop1114 Cathedral St., Suite 5Baltimore, MD  21201",,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,PharmKent,,"330 East Pulaski Hwy., Suite B, Elkton, MD 21921",52,,PharmKent,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Chesapeake Apothecary,,"4781 Crain Hwy., Suite A, White Plains, MD 20695",53,,Chesapeake Apothecary,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Dispensary Works,,"10766 DeMarr Rd., Suite 3A, White Plains, MD 20695",54,,Dispensary Works,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Zen Leaf Waldorf,,"2290 Old Washington Rd., Ste 12383, Waldorf, MD 20601",55,,Zen Leaf Waldorf,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Sunburst Pharm,,"603 Meteor Dr., Cambridge, MD 21613",56,,Sunburst Pharm,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Mana Supply Company,,"3005 Solomons Island Rd., Edgewater, MD 21037",57,,Mana Supply Company,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Wellness Institute of Maryland,,"4606 Wedgewood Blvd., Frederick, MD 21703",58,,Wellness Institute of Maryland,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,True Wellness Laurel,,"14703 Baltimore Ave., Suite B, Laurel, MD 20707",59,,True Wellness Laurel,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,True Wellness Aberdeen,,"226 S. Philadelphia Ave., Abdereen, MD 21061",60,,True Wellness Aberdeen,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Rise-Joppa,,"702 Pulaski Hwy., Joppa, MD 21085",61,,Rise-Joppa,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Rev Canna,,"3111 Emmorton Rd., Abingdon, MD 21009",62,,Rev Canna,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Nature's Medicines,,"10169 Baltimore National Pike, Ellicott City, MD 21042",63,,Nature's Medicines,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Zen Leaf,,"7221 Montevideo Rd., Suite 150, Jessup, MD 20794",64,,Zen Leaf,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,"Nature's Medicines1657 Crofton Blvd.Crofton, MD 21114",,,65,,"Nature's Medicines1657 Crofton Blvd.Crofton, MD 21114",,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,"Four Green Fields, LLC",,"3518 Conowingo Rd., Street, MD 21154",66,,"Four Green Fields, LLC",,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,"The Living Room Company, LLC",,"1636 Reisterstown Rd., Pikesville, MD 21208",67,,"The Living Room Company, LLC",,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Health For Life Bethesda,,"4909 Fairmont Ave., Bethesda, MD 20814",68,,Health For Life Bethesda,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,"Chesapeake Health Sciences, LLC102 Carroll Island Rd.Baltimore, MD  21220",,,69,,"Chesapeake Health Sciences, LLC102 Carroll Island Rd.Baltimore, MD  21220",,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Rise Bethesda,,"10401 Old Georgetown Rd., Suite 210, Bethesda, MD 20814",70,,Rise Bethesda,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Rise Silver Spring,,"7900 Fenton St., Silver Spring, MD 20910",71,,Rise Silver Spring,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Green Point Wellness,,"823-A Elkridge Landing Rd.Linthicum, MD 21090",72,,Green Point Wellness,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Herbiculture,,"4009 Sandy Springs Rd., Unit 101, Burtonsville, MD 20866",73,,Herbiculture,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,"OC Botanicals, LLC",,"12600 Marjan Ln., Unit 100, Ocean City, MD 21842",74,,"OC Botanicals, LLC",,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,"Mission Catonsville6328 Baltimore National PikeCatonsville, MD  21228",,,75,,"Mission Catonsville6328 Baltimore National PikeCatonsville, MD  21228",,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,MI Health,,"8355 Snouffer School Rd., Gaithersburg, MD 20879",76,,MI Health,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Verilife,,"5544 Nicholson Ln., Rockville, MD 20852",77,,Verilife,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Zen Leaf Germantown,,"13007 Wisteria Dr., Germantown, MD 20874",78,,Zen Leaf Germantown,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Altpharm,,"4710 Auth Place, Suite 595, Suitland, MD 20746",79,,Altpharm,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Mary and Main,,"8801 Hampton Mall Drive N., Capital Heights, MD 20743",80,,Mary and Main,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,JOVA Wellness Center,,"5846 Allentown Way, Camp Springs, MD 20748",81,,JOVA Wellness Center,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Medleaf,,"9520 Marlboro Pike, Unit 103 & 104, Upper Marlboro, MD 20772",82,,Medleaf,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Allegany Med Marijuana Dispensary,,"100 Beall St., Cumberland, MD 21502",83,,Allegany Med Marijuana Dispensary,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Zen Leaf Waldorf,,"12383Old Washington Rd.,Suite 101, Waldorf, MD 20601",84,,Zen Leaf Waldorf,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Ash + Ember,,"202 Coursevall Dr., Suite 108, Centreville, MD 21617",85,,Ash + Ember,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,"Maryland Heath & Wellness Center, Inc.",,"1571 Wesel Blvd., Hagerstown, MD 21740",86,,"Maryland Heath & Wellness Center, Inc.",,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Hi-Tide,,"12600 Marjan Ln., Unit 100, Ocean City, MD 21842",87,,Hi-Tide,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Oceans Dispensary,,"100 Carroll Island Rd., Middle River, MD 21220",88,,Oceans Dispensary,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Curaleaf Gaithersburg,,"10011 Stedwick Rd., Gaithersburg, MD 20886",89,,Curaleaf Gaithersburg,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Gold Leaf,,"2029 West St., Annapolis, MD 21401",90,,Gold Leaf,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Greenlight Therapeutics,,"782 State Route 3 North, Suite A, Gambrillis, MD 21054",91,,Greenlight Therapeutics,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Verilife (98),,"700 Corporate Center Ct.,, Suite K, Westminster, MD 21157",92,,Verilife (98),,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,"Charm City Medicus, LLC",,"717 North Point Blvd., Ba, ltimore, MD 21224",93,,"Charm City Medicus, LLC",,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Nirvana Center,,"5225 Baltimore National Pike, Baltimore, MD 21229",94,,Nirvana Center,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Maryland Physician Partners,,"7609 Energy Parkway, Suite 901, Curtis Bay, MD 21225",95,,Maryland Physician Partners,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,The Dispensary,,"330140 Village Rd., Westminster, MD 21157",96,,The Dispensary,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Waave Cannabis,,"7327 Hanover Ct., Suite A, Greenbelt, MD 20770",97,,Waave Cannabis,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Dr. Dots Dispensary,,"805 N. Howard St., Baltimore, MD 21201",98,,Dr. Dots Dispensary,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Oceanside Cannabis,,"16 Magothy Rd., Pasadena, MD 21122",99,,Oceanside Cannabis,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Green Point Wellness,,"116 Washington Blvd. South, Laurel, MD 20707",100,,Green Point Wellness,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Sweetbuds Dispensary,,"5312 New Design Rd., Frederick, MD 21703",101,,Sweetbuds Dispensary,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
,,Green Goods,,"1080 West Patrick St., Frederick, MD 21703",102,,Green Goods,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-04-30T14:28:18.618353
