application_status,license_type,application_classification,application_classification_split_1,application_classification_split_2,approved_license_type,commence_operations_date,license_status,license_number,business_legal_name,premise_city,establishment_zipcode,business_email,business_phone,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,issue_date,cnb_deemed_complete_date,application_approved_date,lic_start_date,expiration_date,pmt_amount,lic_fee_amount,premise_zip_code,town,premise_county,county_lat,county_long,region,ccclastupdated,establishment_address_2,establishment_state,premise_latitude,premise_longitude,approved_se_number,business_dba_name,premise_state,licensing_authority_id,licensing_authority,business_structure,business_owner_name,parcel_number,business_image_url,business_website
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,COMMENCE OPS,11/30/2021,COMPLETE,MR283143,Uma Flowers LLC,Pepperell,1463.0,,,109 Raffaele Drive,,Waltham,MA,2452,POINT (-71.275566 42.459085),POINT (-71.572796 42.6664239),109 Raffaele Drive,,Waltham,MA,2452,84-3613796,MRN283143,Mon May 11 2020 10:56:16 GMT-0400 (Eastern Daylight Time),Thu Mar 19 2020 00:00:00 GMT-0400 (Eastern Daylight Time),,True,,,,,,,,,Woman-Owned Business | Minority-Owned Business,,,Thu Oct 14 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Nov 23 2019 14:58:34 GMT-0500 (Eastern Standard Time),Thu May 21 2020 14:42:02 GMT-0400 (Eastern Daylight Time),Thu Aug 06 2020 14:56:16 GMT-0400 (Eastern Daylight Time),Thu Jan 11 2024 03:00:00 GMT-0500 (Eastern Standard Time),Tue Jan 21 2025 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,1463.0,Pepperell,Middlesex,42.459085,-71.275566,Central MA,1/29/2024,,MA,42.666424,-71.572797,,Uma Flowers LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,,COMPLETE,PDO103357,"SEED5, LLC",,,,,1602 Blue Hill Ave #261034,,Boston,MA,2126,,,4 Fawn Circle,,Randolph,MA,2368,85-2975793,PDOA103357,Wed Mar 10 2021 17:41:18 GMT-0500 (Eastern Standard Time),Tue Mar 02 2021 09:28:12 GMT-0500 (Eastern Standard Time),,True,,SE304989,,,,,,,Minority-Owned Business | Disability-Owned Business,,,,Mon Dec 07 2020 14:52:11 GMT-0500 (Eastern Standard Time),,Fri Mar 19 2021 14:12:26 GMT-0400 (Eastern Daylight Time),Fri Mar 19 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Mar 19 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,1/29/2024,,MA,,,SE304989,"SEED5, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,,COMPLETE,PDO103087,K Elise Enterprises,,,,,5 Perth St,Unit 5,Dorchester,MA,2121,,,51 Norfolk St,Unit 4,Cambridge,MA,2139,27-3623667,PDOA103087,Tue Apr 27 2021 14:28:54 GMT-0400 (Eastern Daylight Time),Fri Apr 23 2021 09:20:55 GMT-0400 (Eastern Daylight Time),,True,,SE303684,,,,,,,Minority-Owned Business | Woman-Owned Business,,,,Sun May 31 2020 18:49:50 GMT-0400 (Eastern Daylight Time),,Fri May 07 2021 15:30:33 GMT-0400 (Eastern Daylight Time),Fri May 07 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Sun May 07 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,1/29/2024,,MA,,,SE303684,K Elise Enterprises,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,1/24/2022,COMPLETE,MR281735,"202 Trading Company, Inc. d/b/a Bud Barn",Winchendon,1475.0,,,682 Spring Street,,Winchendon,MA,1475,POINT (-71.840209 42.329642),POINT (-72.008574 42.66639),25 Palmer Rd.,,Framingham,MA,1702,85-0535116,MRN281735,Mon May 18 2020 10:11:25 GMT-0400 (Eastern Daylight Time),Mon Mar 04 2019 00:00:00 GMT-0500 (Eastern Standard Time),Fri Aug 07 2020 11:01:08 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Woman-Owned Business,,,Thu Nov 18 2021 03:00:00 GMT-0500 (Eastern Standard Time),Sun Jul 22 2018 18:47:25 GMT-0400 (Eastern Daylight Time),Thu May 21 2020 13:48:52 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 14:24:45 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Sep 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,1475.0,Winchendon,Worcester,42.329642,-71.840209,Central MA,1/29/2024,,MA,42.66639,-72.008575,,"202 Trading Company, Inc. d/b/a Bud Barn",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Product Manufacturer,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MP282266,Coastal Roots LLC,Middleborough,2346.0,,,112 Winter Street,,Hanson,MA,2341,POINT (-70.818958 41.978877),POINT (-70.864104 41.8567159),112 Winter Street,,Hanson,MA,2341,85-1767963,MPN282266,Wed Apr 05 2023 14:30:59 GMT-0400 (Eastern Daylight Time),Mon Mar 06 2023 09:13:47 GMT-0500 (Eastern Standard Time),,True,yes,SE305010,,,,,,,Not a DBE,,,,Thu Feb 23 2023 15:02:15 GMT-0500 (Eastern Standard Time),Fri Apr 14 2023 10:12:50 GMT-0400 (Eastern Daylight Time),Thu Sep 14 2023 15:34:38 GMT-0400 (Eastern Daylight Time),,,,,2346.0,Middleboro,Plymouth,41.978877,-70.818958,,1/29/2024,Building #9,MA,41.856716,-70.864105,SE305010,Coastal Roots LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MR284995,Elevated Roots III LLC,Abington,2338.0,,,1423 Bedford Street,,Abington,MA,2351,POINT (-70.818958 41.978877),POINT (-70.951617 42.141441),44 William C. Gould Way,,Kingston,MA,2364,88-3735625,MRN284995,Mon Aug 14 2023 18:26:53 GMT-0400 (Eastern Daylight Time),Fri Jul 28 2023 14:05:07 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Not a DBE,,,,Fri Jul 21 2023 08:56:23 GMT-0400 (Eastern Daylight Time),Fri Aug 25 2023 11:03:33 GMT-0400 (Eastern Daylight Time),Thu Oct 12 2023 12:49:27 GMT-0400 (Eastern Daylight Time),,,1500.0,,2338.0,Halifax,Plymouth,41.978877,-70.818958,Southeast and Cape,1/29/2024,Units 4 and 5,MA,42.141441,-70.951618,,Elevated Roots III LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MR284262,EC Developments,Greenfield,1301.0,,,1385 Bernardston Road,,Greenfield,MA,1301,POINT (-72.573941 42.587072),POINT (-72.561356 42.650917),1385 Classic Court,Unit 330,Mount Pleasant,SC,29466,87-0898962,MRN284262,Thu Oct 28 2021 15:06:59 GMT-0400 (Eastern Daylight Time),Thu Aug 05 2021 13:50:18 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Not a DBE,,,,Fri May 28 2021 06:11:55 GMT-0400 (Eastern Daylight Time),Fri Oct 29 2021 14:13:08 GMT-0400 (Eastern Daylight Time),Thu Jan 20 2022 15:32:02 GMT-0500 (Eastern Standard Time),Fri Apr 22 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Apr 22 2023 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1301.0,Greenfield,Franklin,42.587072,-72.573941,Western MA,1/29/2024,,MA,42.650917,-72.561356,,EC Developments,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,7/1/2021,COMPLETE,MR282670,"KRD Growers, LLC",Clinton,1510.0,,,155 State Street,Suite 3,Newburyport,MA,1950,POINT (-71.840209 42.329642),POINT (-71.689036 42.424464),155 State Street,Suite 3,Newburyport,MA,1950,83-2994003,MRN282670,Wed May 20 2020 12:45:54 GMT-0400 (Eastern Daylight Time),Fri Nov 15 2019 00:00:00 GMT-0500 (Eastern Standard Time),,True,,,,,,,,,Not a DBE,,,Thu Jun 17 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Wed May 01 2019 16:07:19 GMT-0400 (Eastern Daylight Time),Thu May 21 2020 10:25:11 GMT-0400 (Eastern Daylight Time),Thu Aug 06 2020 14:09:50 GMT-0400 (Eastern Daylight Time),Thu Dec 14 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Dec 18 2024 03:00:00 GMT-0500 (Eastern Standard Time),300.0,10000.0,1510.0,Clinton,Worcester,42.329642,-71.840209,Central MA,1/29/2024,,MA,42.424464,-71.689036,,"KRD Growers, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Product Manufacturer,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL LICENSE,,COMPLETE,MP281907,Elevated Cultivation Co. LLC,Kingston,2364.0,,,44 William C. Gould Jr. Way,,Kingston,MA,2364,POINT (-70.818958 41.978877),POINT (-70.707825 41.9734819),44 William C. Gould Jr. Way,Unit C,Kingston,MA,2364,85-1010317,MPN281907,Thu Jul 23 2020 17:36:28 GMT-0400 (Eastern Daylight Time),Mon Jul 20 2020 12:36:38 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Minority-Owned Business,,,,Tue Jun 23 2020 14:39:05 GMT-0400 (Eastern Daylight Time),Wed Jul 29 2020 11:13:33 GMT-0400 (Eastern Daylight Time),Thu Oct 08 2020 13:03:14 GMT-0400 (Eastern Daylight Time),Thu Oct 12 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Oct 16 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,5000.0,2364.0,Kingston,Plymouth,41.978877,-70.818958,Southeast and Cape,1/29/2024,Unit C,MA,41.973482,-70.707825,,Elevated Cultivation Co. LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,,COMPLETE,PMD5849,Cannvas LLC,,,,,1400 Brayton Point Road,,Somerset,MA,2725,,,33 Wales Ave,,Avon,MA,2322,87-1991297,PMDA5849,Thu Aug 12 2021 13:13:27 GMT-0400 (Eastern Daylight Time),Thu Aug 12 2021 23:04:44 GMT-0400 (Eastern Daylight Time),,True,,SE304857,,,,,,,Not a DBE,,,,Wed Jun 02 2021 08:49:12 GMT-0400 (Eastern Daylight Time),Mon Aug 30 2021 08:13:57 GMT-0400 (Eastern Daylight Time),Mon Aug 30 2021 08:14:06 GMT-0400 (Eastern Daylight Time),Mon Aug 30 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Aug 30 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,1/29/2024,,MA,,,,Cannvas LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MR282666,"THE HIGH END WELLNESS COMPANY, LLC",Holyoke,1040.0,,,384 DWIGHT STREET,,HOLYOKE,MA,1040,POINT (-72.571312 42.12756),POINT (-72.604607 42.204729),PO BOX 151,,HOLYOKE,MA,1041,84-5038160,MRN282666,Tue May 05 2020 12:19:59 GMT-0400 (Eastern Daylight Time),Tue Mar 31 2020 00:00:00 GMT-0400 (Eastern Daylight Time),,True,,,,,,,,,Minority-Owned Business | Woman-Owned Business,,,,Tue Apr 30 2019 17:52:25 GMT-0400 (Eastern Daylight Time),Thu May 21 2020 13:22:30 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 15:56:49 GMT-0400 (Eastern Daylight Time),,,1500.0,,1040.0,Holyoke,Hampden,42.12756,-72.571312,Western MA,1/29/2024,,MA,42.204729,-72.604608,,"THE HIGH END WELLNESS COMPANY, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Product Manufacturer,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,COMMENCE OPS,2/12/2021,COMPLETE,MP281871,"Cultivauna, LLC",Georgetown,1833.0,,,68 Tenney Street,,Georgetown,MA,1833,POINT (-70.970827 42.635475),POINT (-70.958101 42.718899),26 Donovans Way,,Middleton,MA,1949,81-5347801,MPN281871,Fri Jul 24 2020 14:43:21 GMT-0400 (Eastern Daylight Time),Tue Jun 30 2020 17:06:28 GMT-0400 (Eastern Daylight Time),Fri Sep 11 2020 12:28:09 GMT-0400 (Eastern Daylight Time),True,yes,SE304974,,,,,,,Not a DBE,,,Thu Jan 14 2021 03:00:00 GMT-0500 (Eastern Standard Time),Mon Apr 13 2020 12:30:38 GMT-0400 (Eastern Daylight Time),Wed Jul 29 2020 12:02:19 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 12:56:41 GMT-0400 (Eastern Daylight Time),Thu Jan 11 2024 03:00:00 GMT-0500 (Eastern Standard Time),Thu Jan 16 2025 03:00:00 GMT-0500 (Eastern Standard Time),,5000.0,1833.0,Georgetown,Essex,42.635475,-70.970827,Northeast,1/29/2024,,MA,42.718899,-70.958102,,"Cultivauna, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
