ccclastupdated,application_status,license_type,application_classification,application_classification_split_1,application_classification_split_2,approved_license_type,approved_license_stages,commence_operations_date,license_status,license_number,business_legal_name,premise_city,establishment_zipcode,business_email,business_phone,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,issue_date,cnb_deemed_complete_date,application_approved_date,lic_start_date,expiration_date,pmt_amount,lic_fee_amount,premise_zip_code,town,premise_county,county_lat,county_long,region,cccupdatedate,establishment_address_2,establishment_state,premise_latitude,premise_longitude,approved_se_number,business_dba_name,premise_state,licensing_authority_id,licensing_authority,business_structure,business_owner_name,parcel_number,business_image_url,business_website
11/27/2023,APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MC283754,"The Green Resource, Inc.",Kingston,2364.0,,,28 Cortland Drive,,Hudson,MA,1749,POINT (-70.818958 41.978877),POINT (-70.734437 42.0158640),28 Cortland Drive,,Hudson,MA,1749.0,86-3149369,MCN283754,Thu Sep 01 2022 13:55:23 GMT-0400 (Eastern Daylight Time),Thu Jun 30 2022 15:56:47 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Not a DBE,Indoor,"Tier 04: 20,001 to 30,000 sq. ft",,Fri Jun 17 2022 17:53:49 GMT-0400 (Eastern Daylight Time),Fri Nov 18 2022 12:09:58 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 13:40:30 GMT-0500 (Eastern Standard Time),,,2000.0,,2364.0,Kingston,Plymouth,41.978877,-70.818958,Southeast and Cape,11/27/2023,,MA,42.015864,-70.734438,,"The Green Resource, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
11/27/2023,APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR284253,"Lemonnade Springfield, LLC",Springfield,1105.0,,,595 Main Street,,Springfield,MA,1105,POINT (-72.571312 42.12756),POINT (-72.580787 42.0942420),4675 MacArthur Court Floor 15,,Newport Beach,CA,92660.0,86-3974146,MRN284253,Thu Feb 03 2022 09:58:10 GMT-0500 (Eastern Standard Time),Mon Jun 21 2021 13:25:08 GMT-0400 (Eastern Daylight Time),Mon Apr 03 2023 15:22:05 GMT-0400 (Eastern Daylight Time),True,yes,EE202373,,,EE202373,,,,Not a DBE,,,,Wed May 19 2021 12:43:53 GMT-0400 (Eastern Daylight Time),Mon Feb 07 2022 14:56:15 GMT-0500 (Eastern Standard Time),Thu May 12 2022 14:07:25 GMT-0400 (Eastern Daylight Time),Mon Apr 03 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Apr 03 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,5000.0,1105.0,Springfield,Hampden,42.12756,-72.571312,Western MA,11/27/2023,,MA,42.094242,-72.580787,,"Lemonnade Springfield, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
11/27/2023,APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,COMMENCE OPS,COMMENCE OPS,2/13/2023,COMPLETE,MR284181,KG Collective LLC,Cambridge,2138.0,,,1536 Tremont St,,Boston,MA,2120,POINT (-71.275566 42.459085),POINT (-71.149512 42.374955),1536 Tremont St,,Boston,MA,2120.0,82-5066736,MRN284181,Thu Apr 15 2021 13:35:56 GMT-0400 (Eastern Daylight Time),Wed Mar 31 2021 10:17:42 GMT-0400 (Eastern Daylight Time),,True,yes,EE201965,APPROVED,EE201965,EE201965,,,,Not a DBE,,,Thu Nov 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Mon Mar 22 2021 19:44:27 GMT-0400 (Eastern Daylight Time),Fri Apr 30 2021 09:45:33 GMT-0400 (Eastern Daylight Time),Tue Jun 22 2021 11:05:40 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Aug 09 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,5000.0,2138.0,Cambridge,Middlesex,42.459085,-71.275566,Metro Boston,11/27/2023,,MA,42.374955,-71.149512,,KG Collective LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
11/27/2023,APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MP282202,"Green Collar Cannabis, LLC",Freetown,2702.0,,,16A Copicut Road Bldg. #2,Units 5 & 6,Assonet,MA,2702,POINT (-71.102131 41.778329),POINT (-71.084549 41.7764060),2070 Main Rd,,Tiverton,RI,2878.0,88-0769711,MPN282202,Fri Dec 30 2022 09:32:27 GMT-0500 (Eastern Standard Time),Thu Jun 30 2022 11:59:34 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Woman-Owned Business,,,,Tue May 10 2022 09:42:05 GMT-0400 (Eastern Daylight Time),Fri Jan 13 2023 10:52:46 GMT-0500 (Eastern Standard Time),Thu Feb 09 2023 13:16:17 GMT-0500 (Eastern Standard Time),,,1500.0,,2702.0,Assonet,Bristol,41.778329,-71.102131,,11/27/2023,Units 5 & 6,MA,41.776406,-71.08455,,"Green Collar Cannabis, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
11/27/2023,APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MC283819,"Elevated, Inc.",Clinton,1510.0,,,223 MEADOW NECK ROAD,,Falmouth,MA,2536,POINT (-71.840209 42.329642),POINT (-71.689257 42.4207049),223 MEADOW NECK ROAD,,Falmouth,MA,2536.0,85-2144857,MCN283819,Fri Mar 03 2023 16:30:56 GMT-0500 (Eastern Standard Time),Tue Jan 24 2023 16:15:16 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Not a DBE,Indoor,"Tier 11: 90,001 to 100,000 sq. ft",,Wed Nov 30 2022 20:17:16 GMT-0500 (Eastern Standard Time),Fri Mar 10 2023 11:29:50 GMT-0500 (Eastern Standard Time),Thu Jun 08 2023 11:14:45 GMT-0400 (Eastern Daylight Time),,,2000.0,,1510.0,Clinton,Worcester,42.329642,-71.840209,Central MA,11/27/2023,,MA,42.420705,-71.689258,,"Elevated, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
11/27/2023,APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC282135,dba EMJ LLC,Cummington,1026.0,,,205 West Cummington Rd,Cummington,Cummington,MA,1026,POINT (-72.62073 42.322256),POINT (-72.933921 42.4802010),205 West Cummington Rd,,Cummington,MA,1026.0,15-8464014,MCN282135,Mon Sep 21 2020 13:00:23 GMT-0400 (Eastern Daylight Time),Thu Nov 14 2019 00:00:00 GMT-0500 (Eastern Standard Time),Mon Nov 23 2020 14:52:46 GMT-0500 (Eastern Standard Time),True,no,,,,,,,,Not a DBE,Indoor,"Tier 01: up to 5,000 square feet",,Tue May 07 2019 06:53:43 GMT-0400 (Eastern Daylight Time),Thu Sep 24 2020 08:25:35 GMT-0400 (Eastern Daylight Time),Thu Nov 19 2020 16:19:23 GMT-0500 (Eastern Standard Time),Thu Nov 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Thu Nov 23 2023 03:00:00 GMT-0500 (Eastern Standard Time),200.0,1250.0,1026.0,Cummington,Hampshire,42.322256,-72.62073,Western MA,11/27/2023,,MA,42.480201,-72.933922,,dba EMJ LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
11/27/2023,APPROVED,Marijuana Product Manufacturer,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP281857,Coastal Roots LLC,Uxbridge,1569.0,,,112 Winter St.,,Hanson,MA,2341,POINT (-71.840209 42.329642),POINT (-71.666886 42.0589129),112 Winter St.,,Hanson,MA,2341.0,85-1767963,MPN281857,Tue Apr 05 2022 17:07:58 GMT-0400 (Eastern Daylight Time),Tue Apr 05 2022 14:48:13 GMT-0400 (Eastern Daylight Time),Thu Jul 07 2022 19:42:55 GMT-0400 (Eastern Daylight Time),True,yes,SE305010,,,,,,,Not a DBE,,,,Mon Mar 16 2020 09:00:15 GMT-0400 (Eastern Daylight Time),Mon Apr 25 2022 05:30:29 GMT-0400 (Eastern Daylight Time),Thu Jun 09 2022 12:48:31 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,5000.0,1569.0,Uxbridge,Worcester,42.329642,-71.840209,Central MA,11/27/2023,Unit B,MA,42.058913,-71.666886,SE305010,Coastal Roots LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
11/27/2023,APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,3/9/2020,COMPLETE,MP281302,"253 Organic, LLC",Montague,1376.0,,,253 Miller Falls Road,,Turners Falls,MA,1376,POINT (-72.573941 42.587072),POINT (-72.527305 42.5902900),c/o The Wagner Law Group,"99 Summer Street, 13th floor",Boston,MA,2110.0,82-4664662,MPN281302,Thu Sep 06 2018 17:00:24 GMT-0400 (Eastern Daylight Time),Tue Aug 14 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Oct 18 2018 14:54:27 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,,,Thu Nov 07 2019 03:00:00 GMT-0500 (Eastern Standard Time),Tue Apr 17 2018 19:12:57 GMT-0400 (Eastern Daylight Time),Tue Sep 11 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Oct 04 2018 15:25:00 GMT-0400 (Eastern Daylight Time),Thu Oct 12 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Oct 25 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,5000.0,1376.0,Turners Falls,Franklin,42.587072,-72.573941,,11/27/2023,P.O. Box 253,MA,42.59029,-72.527306,,"253 Organic, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
11/27/2023,APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,1/8/2019,COMPLETE,MR281588,Temescal Wellness of Massachusetts,Pittsfield,1201.0,,,10 Callahan Drive,,Pittsfield,MA,1201,POINT (-73.209889 42.396128),POINT (-73.317971 42.4299090),665 Cochituate Road,Second Floor,Framingham,MA,1701.0,46-2527018,MRN281588,Fri Aug 17 2018 16:07:41 GMT-0400 (Eastern Daylight Time),Wed Jul 25 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Sun Sep 23 2018 08:21:22 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201850,RP201850,Not a DBE,,,Thu Dec 13 2018 03:00:00 GMT-0500 (Eastern Standard Time),Wed Jun 13 2018 11:49:01 GMT-0400 (Eastern Daylight Time),Tue Aug 21 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Sep 20 2018 15:47:42 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Sep 24 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,5000.0,1201.0,Pittsfield,Berkshire,42.396128,-73.209889,Western MA,11/27/2023,,MA,42.429909,-73.317972,,Temescal Wellness of Massachusetts,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
11/27/2023,APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP281798,Coyote Cannabis Corporation,Uxbridge,1569.0,,,56 Industrial Drive,Unit B,Uxbridge,MA,1569,POINT (-71.840209 42.329642),POINT (-71.581723 42.5220740),100 STATE STREET,9TH FLOOR,Boston,MA,2109.0,84-2420149,MPN281798,Wed Apr 15 2020 11:33:46 GMT-0400 (Eastern Daylight Time),Tue Mar 17 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 15:16:39 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,,,,Tue Nov 19 2019 13:56:17 GMT-0500 (Eastern Standard Time),Wed Apr 15 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 14:41:33 GMT-0400 (Eastern Daylight Time),Thu Sep 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Sep 14 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1569.0,Uxbridge,Worcester,42.329642,-71.840209,Central MA,11/27/2023,Units 1 and 2,MA,42.522074,-71.581724,,Coyote Cannabis Corporation,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
