application_status,license_type,application_classification,application_classification_split_1,application_classification_split_2,approved_license_type,approved_license_stages,commence_operations_date,license_status,license_number,business_legal_name,premise_city,establishment_state,establishment_zipcode,premise_latitude,premise_longitude,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,issue_date,cnb_deemed_complete_date,application_approved_date,lic_start_date,expiration_date,establishment_address,establishment_address_2,establishment_county,pmt_amount,lic_fee_amount,premise_zip_code,town,premise_county,county_lat,county_long,region,cccupdatedate,business_dba_name,premise_state,licensing_authority_id,licensing_authority,business_structure,business_email,business_owner_name,parcel_number,business_image_url,business_website,business_phone
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,12/14/2022,COMPLETE,MR282001,Green Era LLC,Fitchburg,MA,1420.0,42.579221,-71.794891,143-145 Water St,,Fitchburg,MA,1420.0,POINT (-71.840209 42.329642),POINT (-71.794891 42.5792209),45 Bodwell St,,Avon,MA,2322.0,83-1832421,MRN282001,Mon Apr 06 2020 09:52:04 GMT-0400 (Eastern Daylight Time),Mon May 20 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,True,,,,,,,,,Minority-Owned Business,,,Thu Sep 15 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Oct 29 2018 10:07:57 GMT-0400 (Eastern Daylight Time),Fri May 22 2020 08:22:11 GMT-0400 (Eastern Daylight Time),Thu Oct 08 2020 14:08:13 GMT-0400 (Eastern Daylight Time),Thu Nov 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sat Dec 02 2023 03:00:00 GMT-0500 (Eastern Standard Time),145 Water St,,Worcester County,300.0,10000.0,1420.0,Fitchburg,Worcester,42.329642,-71.840209,Central MA,9/5/2023,Green Era LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,12/14/2021,COMPLETE,MR282091,"MedMen Boston, LLC",Boston,MA,2215.0,42.345599,-71.099851,"50 Congress Street, Suite 420",,Boston,MA,2109.0,POINT (-71.073493 42.334948),POINT (-71.099851 42.345599),"50 Congress Street, Suite 420",,Boston,MA,2109.0,82-5524340,MRN282091,Wed Jul 22 2020 16:21:09 GMT-0400 (Eastern Daylight Time),Fri Oct 25 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,True,,,,,,,,,Not a DBE,,,Thu Nov 18 2021 03:00:00 GMT-0500 (Eastern Standard Time),Tue Nov 27 2018 15:43:10 GMT-0500 (Eastern Standard Time),Tue Apr 07 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Aug 06 2020 14:13:04 GMT-0400 (Eastern Daylight Time),Thu Sep 15 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Sep 16 2023 04:00:00 GMT-0400 (Eastern Daylight Time),120 Brookline Ave,,Suffolk County,300.0,10000.0,2215.0,Boston,Suffolk,42.334948,-71.073493,Metro Boston,9/5/2023,"MedMen Boston, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,5/13/2021,COMPLETE,MR283323,"Heal Sturbridge, Inc.",Sturbridge,MA,1566.0,42.295438,-71.708364,4 Irving Road,,Weston,MA,2493.0,POINT (-71.840209 42.329642),POINT (-71.708364 42.2954379),1200 Walnut Street,,Newton Highlands,MA,2461.0,84-4707229,MRN283323,Tue May 19 2020 20:26:17 GMT-0400 (Eastern Daylight Time),Tue May 26 2020 10:42:27 GMT-0400 (Eastern Daylight Time),,True,,,,,,,,,Not a DBE,,,Fri Apr 16 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Mar 03 2020 14:38:06 GMT-0500 (Eastern Standard Time),Fri Jul 24 2020 08:24:44 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:10:03 GMT-0400 (Eastern Daylight Time),Thu Sep 15 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Sep 18 2023 04:00:00 GMT-0400 (Eastern Daylight Time),660 Main St,,Worcester County,1500.0,10000.0,1566.0,Sturbridge,Worcester,42.329642,-71.840209,Central MA,9/5/2023,"Heal Sturbridge, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,COMMENCE OPS,COMMENCE OPS,6/8/2023,COMPLETE,MR284389,"Western Front, LLC",Cambridge,MA,2138.0,42.372314,-71.121232,98 Winthrop Street,,Cambridge,MA,2138.0,POINT (-71.275566 42.459085),POINT (-71.121232 42.3723140),699 Boylston Street,12th Floor,Boston,MA,2116.0,82-5141599,MRN284389,Tue Aug 16 2022 10:54:37 GMT-0400 (Eastern Daylight Time),Tue Aug 09 2022 10:31:02 GMT-0400 (Eastern Daylight Time),Tue Nov 15 2022 10:09:19 GMT-0500 (Eastern Standard Time),True,yes,EE202211,APPROVED,EE202211,EE202211,,,,Not a DBE,,,Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Sep 01 2021 13:59:08 GMT-0400 (Eastern Daylight Time),Fri Aug 19 2022 09:36:44 GMT-0400 (Eastern Daylight Time),Thu Nov 10 2022 12:44:29 GMT-0500 (Eastern Standard Time),Tue Nov 15 2022 03:00:00 GMT-0500 (Eastern Standard Time),Wed Nov 15 2023 03:00:00 GMT-0500 (Eastern Standard Time),98 Winthrop St,,Middlesex County,,5000.0,2138.0,Cambridge,Middlesex,42.459085,-71.275566,Metro Boston,9/5/2023,"Western Front, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,9/21/2020,COMPLETE,MR282605,"Holistic Industries, Inc.",Easthampton,MA,1027.0,42.281919,-72.668273,304 Somerville Avenue,,Somerville,MA,2143.0,POINT (-72.62073 42.322256),POINT (-72.668272 42.2819190),24 School Street,C/O William Cass,Boston,MA,2108.0,47-5374980,MRN282605,Fri Nov 01 2019 22:19:50 GMT-0400 (Eastern Daylight Time),Thu Jul 25 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Mon Mar 09 2020 15:31:36 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201840,RP201840,Not a DBE,,,Thu Aug 06 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Apr 15 2019 10:25:11 GMT-0400 (Eastern Daylight Time),Tue Nov 05 2019 00:00:00 GMT-0500 (Eastern Standard Time),Fri Feb 07 2020 09:19:59 GMT-0500 (Eastern Standard Time),Thu Feb 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sat Mar 09 2024 03:00:00 GMT-0500 (Eastern Standard Time),155 Northampton St,,Hampshire County,300.0,10000.0,1027.0,Easthampton,Hampshire,42.322256,-72.62073,Western MA,9/5/2023,"Holistic Industries, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,2/22/2022,COMPLETE,MR282036,"Pleasantrees, Inc.",Amherst,MA,1002.0,42.373332,-72.533478,422 Amity Street,,Amherst,MA,1002.0,POINT (-72.62073 42.322256),POINT (-72.533478 42.3733319),195 Northampton Street,,Easthampton,MA,1027.0,81-4397799,MRN282036,Mon Apr 26 2021 16:49:59 GMT-0400 (Eastern Daylight Time),Mon Jan 14 2019 00:00:00 GMT-0500 (Eastern Standard Time),Mon Jul 26 2021 07:27:11 GMT-0400 (Eastern Daylight Time),True,no,,,,,APPROVED,RP201924,RP201924,Not a DBE,,,Thu Jan 20 2022 03:00:00 GMT-0500 (Eastern Standard Time),Fri Nov 09 2018 11:05:07 GMT-0500 (Eastern Standard Time),Mon May 03 2021 09:54:34 GMT-0400 (Eastern Daylight Time),Thu Jul 15 2021 16:39:50 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Jul 26 2024 04:00:00 GMT-0400 (Eastern Daylight Time),422 Amity St,,Hampshire County,300.0,10000.0,1002.0,Amherst,Hampshire,42.322256,-72.62073,Western MA,9/5/2023,"Pleasantrees, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MR284257,"Gracious Greens, LLC",Sunderland,MA,1375.0,42.452296,-72.564425,267 Amherst Road,,Sunderland,MA,1375.0,POINT (-72.573941 42.587072),POINT (-72.564425 42.4522959),208 Howard St,,Lunenburg,MA,1462.0,86-2163161,MRN284257,Thu Sep 22 2022 17:37:52 GMT-0400 (Eastern Daylight Time),Wed Jun 08 2022 14:59:05 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Not a DBE,,,,Fri May 21 2021 11:11:16 GMT-0400 (Eastern Daylight Time),Fri Dec 02 2022 14:42:05 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 13:09:46 GMT-0500 (Eastern Standard Time),,,267 Amherst Rd,,Franklin County,1500.0,,1375.0,Sunderland,Franklin,42.587072,-72.573941,Western MA,9/5/2023,"Gracious Greens, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,11/27/2020,COMPLETE,MR281800,Native Sun Wellness INC,Hudson,MA,1749.0,42.396505,-71.591345,67 Kemble St,,Boston,MA,2119.0,POINT (-71.275566 42.459085),POINT (-71.591345 42.3965049),67 Kemble St,,Boston,MA,2119.0,82-2598834,MRN281800,Wed Nov 14 2018 15:30:31 GMT-0500 (Eastern Standard Time),Wed Nov 07 2018 00:00:00 GMT-0500 (Eastern Standard Time),Wed May 15 2019 10:58:18 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,,,Thu Nov 19 2020 03:00:00 GMT-0500 (Eastern Standard Time),Tue Aug 14 2018 10:41:40 GMT-0400 (Eastern Daylight Time),Wed Nov 28 2018 00:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 04 2019 16:37:20 GMT-0400 (Eastern Daylight Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Thu May 16 2024 04:00:00 GMT-0400 (Eastern Daylight Time),37 Coolidge St,,Middlesex County,300.0,5000.0,1749.0,Hudson,Middlesex,42.459085,-71.275566,Central MA,9/5/2023,Native Sun Wellness INC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR284521,"CastleLeaf, LLC",Boston,,2135.0,,,100 Leo M. Birmingham Parkway,,Boston,MA,2135.0,POINT (-71.073493 42.334948),,100 Leo M. Birmingham Parkway,,Boston,MA,2135.0,84-2851451,MRN284521,Wed Sep 14 2022 14:15:53 GMT-0400 (Eastern Daylight Time),Tue Dec 28 2021 09:01:30 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Not a DBE,,,,Mon Nov 29 2021 10:13:44 GMT-0500 (Eastern Standard Time),,Thu Sep 15 2022 12:47:56 GMT-0400 (Eastern Daylight Time),Wed Sep 21 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Sep 21 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,,,1500.0,10000.0,2135.0,Brighton,Suffolk,42.334948,-71.073493,,8/14/2023,"CastleLeaf, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR284636,SunnyDayz Inc.,Deerfield,MA,1342.0,42.549057,-72.600918,0 Greenfield Road,Lot 105-7 and Lot 159-14,Deerfield,MA,1342.0,POINT (-72.573941 42.587072),POINT (-72.600917 42.5490569),55 Locust Street,,Lynn,MA,1904.0,87-2590830,MRN284636,Thu Jul 28 2022 11:47:49 GMT-0400 (Eastern Daylight Time),Thu Apr 21 2022 13:58:45 GMT-0400 (Eastern Daylight Time),Sun Nov 13 2022 19:11:11 GMT-0500 (Eastern Standard Time),True,no,,,,,,,,Not a DBE,,,,Mon Apr 11 2022 20:02:36 GMT-0400 (Eastern Daylight Time),Fri Aug 12 2022 08:53:10 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 16:19:48 GMT-0400 (Eastern Daylight Time),Sun Nov 13 2022 03:00:00 GMT-0500 (Eastern Standard Time),Mon Nov 13 2023 03:00:00 GMT-0500 (Eastern Standard Time),,Lot 150-7 and Lot 159-14,Franklin County,1500.0,10000.0,1342.0,Deerfield,Franklin,42.587072,-72.573941,Western MA,9/5/2023,SunnyDayz Inc.,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,COMMENCE OPS,COMMENCE OPS,9/2/2021,COMPLETE,MR283213,Z&T Inc,Douglas,MA,1516.0,42.064666,-71.694698,93 Davis Street,,Douglas,MA,1516.0,POINT (-71.840209 42.329642),POINT (-71.694698 42.0646660),39 Hawthorne Ave,,Cranston,RI,2910.0,84-3442664,MRN283213,Thu May 07 2020 13:36:04 GMT-0400 (Eastern Daylight Time),Thu Mar 19 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Feb 25 2021 09:26:10 GMT-0500 (Eastern Standard Time),True,,,,,,,,,Minority-Owned Business,,,Thu Jul 15 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jan 01 2020 16:25:53 GMT-0500 (Eastern Standard Time),Thu May 21 2020 14:33:08 GMT-0400 (Eastern Daylight Time),Thu Aug 06 2020 14:49:26 GMT-0400 (Eastern Daylight Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Mar 11 2024 04:00:00 GMT-0400 (Eastern Daylight Time),93 Davis St,,Worcester County,1500.0,10000.0,1516.0,Douglas,Worcester,42.329642,-71.840209,Central MA,9/5/2023,Z&T Inc,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,8/7/2019,COMPLETE,MR281427,"The Green Lady Dispensary, Inc.",Nantucket,MA,2554.0,41.266579,-70.086006,11 Amelia Drive,,Nantucket,MA,2554.0,POINT (-70.09089 41.276758),POINT (-70.086005 41.266579),15 Skyline Drive,,Nantucket,MA,2554.0,82-1868872,MRN281427,Fri Oct 12 2018 13:06:00 GMT-0400 (Eastern Daylight Time),Tue Aug 28 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Dec 14 2018 17:59:55 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201895,RPA201895,Not a DBE,,,Thu Jun 27 2019 04:00:00 GMT-0400 (Eastern Daylight Time),Tue May 15 2018 17:54:25 GMT-0400 (Eastern Daylight Time),Thu Oct 18 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Dec 14 2018 12:01:57 GMT-0500 (Eastern Standard Time),Thu Feb 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sat Feb 10 2024 03:00:00 GMT-0500 (Eastern Standard Time),11 Amelia Dr,,Nantucket County,300.0,5000.0,2554.0,Nantucket,Nantucket,41.276758,-70.09089,Southeast and Cape,9/5/2023,"The Green Lady Dispensary, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR282903,"Heka, Inc.",Pittsfield,MA,1201.0,42.449861,-73.239264,745 East Street,,Pittsfield,MA,1201.0,POINT (-73.209889 42.396128),POINT (-73.239264 42.4498609),98 Sgt. TM Dion Way,,Westfield,MA,1085.0,32-0555210,MRN282903,Mon Nov 25 2019 14:32:49 GMT-0500 (Eastern Standard Time),Thu Sep 19 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,True,,,,,,APPROVED,RP201937,RP201937,Not a DBE,,,,Tue Jul 30 2019 09:12:33 GMT-0400 (Eastern Daylight Time),Wed Nov 27 2019 00:00:00 GMT-0500 (Eastern Standard Time),Fri Feb 07 2020 09:16:39 GMT-0500 (Eastern Standard Time),Thu Jun 09 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jun 19 2023 04:00:00 GMT-0400 (Eastern Daylight Time),745 East St,,Berkshire County,300.0,10000.0,1201.0,Pittsfield,Berkshire,42.396128,-73.209889,Western MA,9/5/2023,"Heka, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,3/3/2022,COMPLETE,MR283066,Fresh Fields Lowell LLC,Lowell,MA,1852.0,42.663222,-71.303886,"1700 Shawsheen St, 2nd Floor",,Tewksbury,MA,1876.0,POINT (-71.275566 42.459085),POINT (-71.303886 42.6632219),"1700 Shawsheen St, 2nd Floor",,Tewksbury,MA,1876.0,83-4635997,MRN283066,Thu Jul 16 2020 08:56:42 GMT-0400 (Eastern Daylight Time),Mon Mar 16 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Oct 01 2020 15:45:40 GMT-0400 (Eastern Daylight Time),True,no,,,,,,,,Not a DBE,,,Thu Jan 20 2022 03:00:00 GMT-0500 (Eastern Standard Time),Mon Oct 21 2019 10:16:07 GMT-0400 (Eastern Daylight Time),Fri Jul 24 2020 07:57:16 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:08:00 GMT-0400 (Eastern Daylight Time),Thu Sep 15 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Oct 01 2023 04:00:00 GMT-0400 (Eastern Daylight Time),1148 Bridge St,,Middlesex County,1500.0,10000.0,1852.0,Lowell,Middlesex,42.459085,-71.275566,Northeast,9/5/2023,Fresh Fields Lowell LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR282991,"Green Leaf Health, Inc",North Attleborough,MA,2760.0,42.005509,-71.304458,91 George Leven Drive,,North Attleboro,MA,2760.0,POINT (-71.102131 41.778329),POINT (-71.304457 42.0055090),91 George Leven Drive,,North Attleboro,MA,2760.0,83-2992555,MRN282991,Mon Mar 30 2020 09:55:30 GMT-0400 (Eastern Daylight Time),Fri Feb 21 2020 00:00:00 GMT-0500 (Eastern Standard Time),Tue Jul 14 2020 10:39:05 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Woman-Owned Business,,,,Tue Sep 17 2019 11:28:22 GMT-0400 (Eastern Daylight Time),Tue Apr 07 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 14:53:15 GMT-0400 (Eastern Daylight Time),Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jul 15 2024 04:00:00 GMT-0400 (Eastern Daylight Time),91 George Leven Dr,,Bristol County,300.0,10000.0,2760.0,North Attleboro,Bristol,41.778329,-71.102131,,9/5/2023,"Green Leaf Health, Inc",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR283237,Four Trees Holyoke LLC,Holyoke,MA,1040.0,42.196637,-72.602168,1 Cabot Street,,Holyoke,MA,1040.0,POINT (-72.571312 42.12756),POINT (-72.602168 42.1966370),1 Cabot Street,,Holyoke,MA,1040.0,84-2753391,MRN283237,Mon Jul 20 2020 17:32:30 GMT-0400 (Eastern Daylight Time),Fri Apr 10 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Mon Dec 07 2020 20:41:05 GMT-0500 (Eastern Standard Time),True,no,,,,,,,,Not a DBE,,,,Thu Jan 16 2020 19:23:18 GMT-0500 (Eastern Standard Time),Fri Jul 24 2020 11:50:12 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:07:13 GMT-0400 (Eastern Daylight Time),Thu Dec 08 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sun Dec 10 2023 03:00:00 GMT-0500 (Eastern Standard Time),1 Cabot St,,Hampden County,1500.0,10000.0,1040.0,Holyoke,Hampden,42.12756,-72.571312,Western MA,9/5/2023,Four Trees Holyoke LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,5/16/2022,COMPLETE,MR282401,1Connection Corp,Dighton,MA,2764.0,41.869055,-71.164974,25 Jessicas Way,,Attleboro,MA,2703.0,POINT (-71.102131 41.778329),POINT (-71.164974 41.8690550),25 Jessicas Way,,Attleboro,MA,2703.0,82-2600921,MRN282401,Tue Sep 22 2020 14:14:51 GMT-0400 (Eastern Daylight Time),Wed Apr 08 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Tue Mar 02 2021 20:25:47 GMT-0500 (Eastern Standard Time),True,,,,,,,,,Not a DBE,,,Thu Apr 07 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Feb 12 2019 09:47:20 GMT-0500 (Eastern Standard Time),Fri Jul 17 2020 08:34:09 GMT-0400 (Eastern Daylight Time),Thu Nov 19 2020 16:09:25 GMT-0500 (Eastern Standard Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Apr 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),200 Williams St,,Bristol County,1500.0,10000.0,2764.0,North Dighton,Bristol,41.778329,-71.102131,,9/5/2023,1Connection Corp,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,3/6/2023,COMPLETE,MR282731,Solar Therapeutics Inc.,Dartmouth,MA,2747.0,41.670245,-70.991176,493 Faunce Corner Road,,Dartmouth,MA,2747.0,POINT (-71.102131 41.778329),POINT (-70.991175 41.6702450),1400 Brayton Point Rd,,SOMERSET,MA,2725.0,82-3644660,MRN282731,Tue May 24 2022 15:38:44 GMT-0400 (Eastern Daylight Time),Wed Apr 08 2020 00:00:00 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Not a DBE,,,Thu Feb 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Fri May 24 2019 05:41:50 GMT-0400 (Eastern Daylight Time),Fri Jun 10 2022 10:26:29 GMT-0400 (Eastern Daylight Time),Fri Sep 16 2022 14:03:59 GMT-0400 (Eastern Daylight Time),Wed Sep 28 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Sep 28 2023 04:00:00 GMT-0400 (Eastern Daylight Time),493 Faunce Corner Rd,,Bristol County,1500.0,10000.0,2747.0,North Dartmouth,Bristol,41.778329,-71.102131,,9/5/2023,Solar Therapeutics Inc.,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,4/9/2021,COMPLETE,MR282669,"Nature's Embrace, Inc.",Brockton,MA,2302.0,42.086206,-70.987992,221 Oak Street,Box 148,Brockton,MA,2301.0,POINT (-70.818958 41.978877),POINT (-70.987992 42.0862059),221 Oak Street,Box 148,Brockton,MA,2301.0,83-1955652,MRN282669,Mon Jan 06 2020 14:54:40 GMT-0500 (Eastern Standard Time),Tue Nov 12 2019 00:00:00 GMT-0500 (Eastern Standard Time),Sun May 17 2020 08:56:37 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,,,Thu Mar 11 2021 03:00:00 GMT-0500 (Eastern Standard Time),Wed May 01 2019 13:14:20 GMT-0400 (Eastern Daylight Time),Thu Feb 27 2020 00:00:00 GMT-0500 (Eastern Standard Time),Fri May 08 2020 14:21:33 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),747 Centre St,,Plymouth County,300.0,10000.0,2302.0,Brockton,Plymouth,41.978877,-70.818958,Southeast and Cape,9/5/2023,"Nature's Embrace, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR282824,Mint Dispensary Facilities II LLC,Pittsfield,MA,1201.0,42.4078,-73.263259,1035 South Street,,Pittsfield,MA,1201.0,POINT (-73.209889 42.396128),POINT (-73.263259 42.4078000),21001 N Tatum Blvd #1630-486,,Phoenix,AZ,85050.0,84-2306875,MRN282824,Fri Jul 31 2020 13:35:37 GMT-0400 (Eastern Daylight Time),Tue Mar 03 2020 00:00:00 GMT-0500 (Eastern Standard Time),Fri Nov 20 2020 13:24:47 GMT-0500 (Eastern Standard Time),True,,,,,,,,,Not a DBE,,,,Mon Jul 01 2019 12:41:57 GMT-0400 (Eastern Daylight Time),Thu Aug 06 2020 10:10:43 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:18:34 GMT-0400 (Eastern Daylight Time),Thu Jan 20 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sat Jan 21 2023 03:00:00 GMT-0500 (Eastern Standard Time),1035 South St,,Berkshire County,1500.0,10000.0,1201.0,Pittsfield,Berkshire,42.396128,-73.209889,Western MA,9/5/2023,Mint Dispensary Facilities II LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,3/1/2021,COMPLETE,MR281970,"Garden Wonders, Inc",Millville,MA,1529.0,42.014084,-71.577452,3 Route 146,,Millville,MA,1529.0,POINT (-71.840209 42.329642),POINT (-71.577451 42.0140839),180 warren street,,waltham,MA,2453.0,04-3255379,MRN281970,Tue Dec 10 2019 13:49:40 GMT-0500 (Eastern Standard Time),Mon Aug 26 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,True,,,,,,,,,Not a DBE,,,Thu Jan 14 2021 03:00:00 GMT-0500 (Eastern Standard Time),Mon Oct 15 2018 14:17:19 GMT-0400 (Eastern Daylight Time),Fri Nov 29 2019 00:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 05 2020 12:18:52 GMT-0500 (Eastern Standard Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),3 Providence St,,Worcester County,300.0,10000.0,1529.0,Millville,Worcester,42.329642,-71.840209,Central MA,9/5/2023,"Garden Wonders, Inc",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,,,
