license_number,business_dba_name,id,license_type,LicenseStatus,premise_county,licensing_authority_id,licensing_authority,license_designation,premise_state,license_status_date,license_term,issue_date,expiration_date,business_legal_name,business_owner_name,business_structure,business_email,activity,parcel_number,business_image_url,business_phone,business_website,data_refreshed_date
55740439531874846857,Mmof Vegas Retail 2 Inc,55740439531874846857,Medical Dispensary,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MMOF VEGAS RETAIL 2 INC,,,,,,,,,2024-07-10
55910347793434478299,Serenity Wellness Center Llc,55910347793434478299,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SERENITY WELLNESS CENTER LLC,,,,,,,,,2024-07-10
55959028344138859769,Medical Cannabis Healing Llc,55959028344138859769,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MEDICAL CANNABIS HEALING LLC,,,,,,,,,2024-07-10
56426800972005264608,Tryke Companies So Nv Llc,56426800972005264608,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TRYKE COMPANIES SO NV LLC,,,,,,,,,2024-07-10
56587702954468594911,Strata Growth Llc,56587702954468594911,Retail Cultivation,Active,Nye,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,STRATA GROWTH LLC,,,,,,,,,2024-07-10
56693629355290417097,800 Stillwell Llc,56693629355290417097,Retail Production,Non-Operational,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,800 STILLWELL LLC,,,,,,,,,2024-07-10
56859471821919325427,Sf-D Inc,56859471821919325427,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SF-D INC,,,,,,,,,2024-07-10
57013223548758955335,Acres Cultivation Llc,57013223548758955335,Retail Cultivation,Active,Nye,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ACRES CULTIVATION LLC,,,,,,,,,2024-07-10
57228409765781650784,Nevada Wellness Center West Llc,57228409765781650784,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA WELLNESS CENTER WEST LLC,,,,,,,,,2024-07-10
57985307135305347124,Jdw Nevada Llc,57985307135305347124,Retail Cultivation,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,JDW NEVADA LLC,,,,,,,,,2024-07-10
58417803212814915538,Wellness Connection Of Nevada Llc,58417803212814915538,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,WELLNESS CONNECTION OF NEVADA LLC,,,,,,,,,2024-07-10
59173856084611315340,Hh Sub Ii Llc,59173856084611315340,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,HH SUB II LLC,,,,,,,,,2024-07-10
59239887350322215968,Integral Production Llc,59239887350322215968,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,INTEGRAL PRODUCTION LLC,,,,,,,,,2024-07-10
59240477366367737854,Zenway Corp,59240477366367737854,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZENWAY CORP,,,,,,,,,2024-07-10
59287610826909824091,Henderson Organic Remedies Llc,59287610826909824091,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,HENDERSON ORGANIC REMEDIES LLC,,,,,,,,,2024-07-10
59425342936489617985,Range Brands Llc,59425342936489617985,Medical Production,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,RANGE BRANDS LLC,,,,,,,,,2024-07-10
59947598683440960996,High Sierra Holistics Llc,59947598683440960996,Retail Production,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,HIGH SIERRA HOLISTICS LLC,,,,,,,,,2024-07-10
59957937698775278559,Silver State Wellness Llc,59957937698775278559,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SILVER STATE WELLNESS LLC,,,,,,,,,2024-07-10
59998657224967428496,Livfree Wellness Llc A Nevada Limited Liability Company,59998657224967428496,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LIVFREE WELLNESS LLC A NEVADA LIMITED LIABILITY COMPANY,,,,,,,,,2024-07-10
60209124011694020439,Sensible Edibles Llc,60209124011694020439,Retail Production,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SENSIBLE EDIBLES LLC,,,,,,,,,2024-07-10
60221456183974265627,Helping Hands Wellness Center Inc,60221456183974265627,Medical Production,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,HELPING HANDS WELLNESS CENTER INC,,,,,,,,,2024-07-10
60232754740405315836,Hh Sub I Llc,60232754740405315836,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,HH SUB I LLC,,,,,,,,,2024-07-10
60375575493304646593,Gravitas Henderson Llc,60375575493304646593,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GRAVITAS HENDERSON LLC,,,,,,,,,2024-07-10
60481353847758083620,Tryke Companies So Nv Llc,60481353847758083620,Retail Distributor,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TRYKE COMPANIES SO NV LLC,,,,,,,,,2024-07-10
60617213048329483143,Fidelis Holdings Llc,60617213048329483143,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,FIDELIS HOLDINGS LLC,,,,,,,,,2024-07-10
60717392403652618642,Exhale Brands Nevada Llc,60717392403652618642,Medical Cultivation,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,EXHALE BRANDS NEVADA LLC,,,,,,,,,2024-07-10
60784621649758886862,Deep Roots Harvest Inc,60784621649758886862,Retail Distributor,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DEEP ROOTS HARVEST INC,,,,,,,,,2024-07-10
61179392211013199930,Ssac D1 Llc,61179392211013199930,Retail Dispensary,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SSAC D1 LLC,,,,,,,,,2024-07-10
61301779234796117347,Clark Natural Medicinal Solutions Llc,61301779234796117347,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CLARK NATURAL MEDICINAL SOLUTIONS LLC,,,,,,,,,2024-07-10
61611537222691531848,Serenity Wellness Products Llc,61611537222691531848,Retail Distributor,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SERENITY WELLNESS PRODUCTS LLC,,,,,,,,,2024-07-10
62002429809099661968,Green Therapeutics Llc,62002429809099661968,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREEN THERAPEUTICS LLC,,,,,,,,,2024-07-10
62288713970409249760,Clear River Llc,62288713970409249760,Retail Distributor,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CLEAR RIVER LLC,,,,,,,,,2024-07-10
62340865056138997248,Integral Cultivation Llc,62340865056138997248,Retail Distributor,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,INTEGRAL CULTIVATION LLC,,,,,,,,,2024-07-10
62474301567586344896,Mm Development Company Inc,62474301567586344896,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MM DEVELOPMENT COMPANY INC,,,,,,,,,2024-07-10
63179017136792237088,Qualcan Llc,63179017136792237088,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,QUALCAN LLC,,,,,,,,,2024-07-10
63823593017866205802,Ararat Wine And Liquor Wholesale Inc,63823593017866205802,Retail Distributor,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ARARAT WINE AND LIQUOR WHOLESALE INC,,,,,,,,,2024-07-10
63918266150160688897,Las Vegas Wellness And Compassion Llc,63918266150160688897,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LAS VEGAS WELLNESS AND COMPASSION LLC,,,,,,,,,2024-07-10
64345737726226352455,Livfree Wellness Llc,64345737726226352455,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LIVFREE WELLNESS LLC,,,,,,,,,2024-07-10
64364789010887954474,The Hempire Company Llc,64364789010887954474,Retail Production,Active,Esmeralda,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,THE HEMPIRE COMPANY LLC,,,,,,,,,2024-07-10
64396246475438768402,Ncmm Llc,64396246475438768402,Retail Production,Active,Nye,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NCMM LLC,,,,,,,,,2024-07-10
64426900482560153641,Exhale Brands Nevada Llc,64426900482560153641,Medical Dispensary,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,EXHALE BRANDS NEVADA LLC,,,,,,,,,2024-07-10
64458963066306661796,Gfive Cultivation Llc,64458963066306661796,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GFIVE CULTIVATION LLC,,,,,,,,,2024-07-10
65689461925309882262,Fswfl Llc,65689461925309882262,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,FSWFL LLC,,,,,,,,,2024-07-10
66506752367319977952,Gravitas Nevada Ltd,66506752367319977952,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GRAVITAS NEVADA LTD,,,,,,,,,2024-07-10
66529987864286045247,Vegas Valley Growers North Llc,66529987864286045247,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,VEGAS VALLEY GROWERS NORTH LLC,,,,,,,,,2024-07-10
66617546095474151491,Silver State Wellness Llc,66617546095474151491,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SILVER STATE WELLNESS LLC,,,,,,,,,2024-07-10
66727918448382181540,Green Therapeutics Llc,66727918448382181540,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREEN THERAPEUTICS LLC,,,,,,,,,2024-07-10
66873317086528740570,Gwga Llc,66873317086528740570,Retail Cultivation,Active,Nye,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GWGA LLC,,,,,,,,,2024-07-10
66956185074616370216,Nevada Organic Remedies Llc,66956185074616370216,Retail Distributor,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA ORGANIC REMEDIES LLC,,,,,,,,,2024-07-10
67122044441374722164,Mesa Oils Llc,67122044441374722164,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MESA OILS LLC,,,,,,,,,2024-07-10
67137974857763470339,Silver Sage Wellness Llc,67137974857763470339,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SILVER SAGE WELLNESS LLC,,,,,,,,,2024-07-10
67152141156911857339,Nuleaf Reno Production Llc,67152141156911857339,Retail Production,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NULEAF RENO PRODUCTION LLC,,,,,,,,,2024-07-10
67391843247886555156,Nevada Pure Llc,67391843247886555156,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA PURE LLC,,,,,,,,,2024-07-10
67501179020484699802,Mmof Fremont Retail Inc,67501179020484699802,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MMOF FREMONT RETAIL INC,,,,,,,,,2024-07-10
67664169559680064201,Natural Medicine Llc,67664169559680064201,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NATURAL MEDICINE LLC,,,,,,,,,2024-07-10
67921128221276401437,The Hempire Company Llc,67921128221276401437,Retail Cultivation,Active,Esmeralda,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,THE HEMPIRE COMPANY LLC,,,,,,,,,2024-07-10
68051053914819427603,Mm Development Company Inc,68051053914819427603,Retail Distributor,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MM DEVELOPMENT COMPANY INC,,,,,,,,,2024-07-10
68096361433916615303,Livfree Wellness Llc A Nevada Limited Liability Company,68096361433916615303,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LIVFREE WELLNESS LLC A NEVADA LIMITED LIABILITY COMPANY,,,,,,,,,2024-07-10
68465280204941344633,Clark Natural Medicinal Solutions Llc,68465280204941344633,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CLARK NATURAL MEDICINAL SOLUTIONS LLC,,,,,,,,,2024-07-10
68654169444367146618,374 Labs Llc,68654169444367146618,Retail Laboratory,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,374 LABS LLC,,,,,,,,,2024-07-10
69200162927093984683,Medical Marijuana Group Inc,69200162927093984683,Retail Cultivation,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MEDICAL MARIJUANA GROUP INC,,,,,,,,,2024-07-10
69204305475717257553,Db Labs Llc,69204305475717257553,Retail Laboratory,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DB LABS LLC,,,,,,,,,2024-07-10
69272354565432352821,Gti Nevada Llc,69272354565432352821,Retail Production,Active,Carson City,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GTI NEVADA LLC,,,,,,,,,2024-07-10
69404716747838939574,Nv 3480 Partners Llc,69404716747838939574,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NV 3480 PARTNERS LLC,,,,,,,,,2024-07-10
69687373559494639347,Tgig Llc,69687373559494639347,Retail Distributor,Active,Nye,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TGIG LLC,,,,,,,,,2024-07-10
69823478351682033556,Greenmart Of Nevada Nlv Llc,69823478351682033556,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREENMART OF NEVADA NLV LLC,,,,,,,,,2024-07-10
69922851576597812747,Good Chemistry Nevada Llc,69922851576597812747,Retail Production,Non-Operational,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GOOD CHEMISTRY NEVADA LLC,,,,,,,,,2024-07-10
70155083229545863037,Integral Cultivation Llc,70155083229545863037,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,INTEGRAL CULTIVATION LLC,,,,,,,,,2024-07-10
70296412354434531655,West118 Investments Llc,70296412354434531655,Medical Cultivation,Non-Operational,Lyon,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,WEST118 INVESTMENTS LLC,,,,,,,,,2024-07-10
71064968398758187793,Silver State Relief Llc,71064968398758187793,Retail Dispensary,Active,Lyon,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SILVER STATE RELIEF LLC,,,,,,,,,2024-07-10
71090080764736050863,Paradise Wellness Center Llc,71090080764736050863,Medical Dispensary,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,PARADISE WELLNESS CENTER LLC,,,,,,,,,2024-07-10
71187112253124699452,21St Street Llc,71187112253124699452,Retail Cultivation,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,21st street llc,,,,,,,,,2024-07-10
71224329369156133247,Livfree Wellness Llc A Nevada Limited Liability Company,71224329369156133247,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LIVFREE WELLNESS LLC A NEVADA LIMITED LIABILITY COMPANY,,,,,,,,,2024-07-10
71502992159317997032,Rombough Real Estate Inc,71502992159317997032,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ROMBOUGH REAL ESTATE INC,,,,,,,,,2024-07-10
71702389611437559364,Livfree Wellness Llc A Nevada Limited Liability Company,71702389611437559364,Retail Dispensary,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LIVFREE WELLNESS LLC A NEVADA LIMITED LIABILITY COMPANY,,,,,,,,,2024-07-10
72255924921531241817,21St Street Llc,72255924921531241817,Retail Production,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,21st street llc,,,,,,,,,2024-07-10
72326121663352213340,Cannavative Extracts Llc,72326121663352213340,Retail Production,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CANNAVATIVE EXTRACTS LLC,,,,,,,,,2024-07-10
72379193611776921142,Lone Mountain Partners Llc,72379193611776921142,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LONE MOUNTAIN PARTNERS LLC,,,,,,,,,2024-07-10
73000340130776760476,Deep Roots Harvest Inc.,73000340130776760476,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DEEP ROOTS HARVEST INC.,,,,,,,,,2024-07-10
73296521059198028231,Pure Tonic Concentrates Llc,73296521059198028231,Retail Production,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,PURE TONIC CONCENTRATES LLC,,,,,,,,,2024-07-10
73636900267172177171,Nevada Group Wellness,73636900267172177171,Medical Production,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA GROUP WELLNESS,,,,,,,,,2024-07-10
73796714472903295173,Lnp Llc,73796714472903295173,Retail Cultivation,Active,Elko,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LNP LLC,,,,,,,,,2024-07-10
73911129313774416305,Fortress Equities Orcl Llc,73911129313774416305,Retail Cultivation,Active,Nye,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,FORTRESS EQUITIES ORCL LLC,,,,,,,,,2024-07-10
74226113309081700669,Alternative Medicine Association Lc,74226113309081700669,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ALTERNATIVE MEDICINE ASSOCIATION LC,,,,,,,,,2024-07-10
74948399079730658451,Greenscape Productions Llc,74948399079730658451,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREENSCAPE PRODUCTIONS LLC,,,,,,,,,2024-07-10
75203668337906025844,Clear River Llc,75203668337906025844,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CLEAR RIVER LLC,,,,,,,,,2024-07-10
75568450563863780062,Waveseer Of Las Vegas Llc,75568450563863780062,Medical Dispensary,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,WAVESEER OF LAS VEGAS LLC,,,,,,,,,2024-07-10
75650075113718192894,Wellness Orchards Of Nevada Llc,75650075113718192894,Retail Cultivation,Active,Nye,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,WELLNESS ORCHARDS OF NEVADA LLC,,,,,,,,,2024-07-10
75726821461576041628,Corleone Wines Llc,75726821461576041628,Retail Distributor,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CORLEONE WINES LLC,,,,,,,,,2024-07-10
76163748746660781629,Tahoe-Reno Extractions Llc,76163748746660781629,Retail Production,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TAHOE-RENO EXTRACTIONS LLC,,,,,,,,,2024-07-10
76170147149504770817,Mm Development Company Inc,76170147149504770817,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MM DEVELOPMENT COMPANY INC,,,,,,,,,2024-07-10
76684918131687038904,Circle S Farms Llc,76684918131687038904,Retail Distributor,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CIRCLE S FARMS LLC,,,,,,,,,2024-07-10
76816813303097791333,Global Harmony Llc,76816813303097791333,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GLOBAL HARMONY LLC,,,,,,,,,2024-07-10
76890766994970149940,Acres Cultivation Llc,76890766994970149940,Retail Production,Active,Nye,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ACRES CULTIVATION LLC,,,,,,,,,2024-07-10
77027711033924812731,800 Stillwell Llc,77027711033924812731,Retail Distributor,Non-Operational,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,800 STILLWELL LLC,,,,,,,,,2024-07-10
77486514896179438118,Serenity Wellness Growers Llc,77486514896179438118,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SERENITY WELLNESS GROWERS LLC,,,,,,,,,2024-07-10
77505483208802721121,Commerce Park Medical Llc,77505483208802721121,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,COMMERCE PARK MEDICAL LLC,,,,,,,,,2024-07-10
77632992333764442110,Southern Nevada Growers Llc,77632992333764442110,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SOUTHERN NEVADA GROWERS LLC,,,,,,,,,2024-07-10
77903356343424586888,Nuleaf Incline Dispensary Llc,77903356343424586888,Retail Dispensary,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NULEAF INCLINE DISPENSARY LLC,,,,,,,,,2024-07-10
78077108935753678828,Emk Hydrogarden Llc,78077108935753678828,Retail Cultivation,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,EMK HYDROGARDEN LLC,,,,,,,,,2024-07-10
78144331956059463801,Trnvp098 Llc,78144331956059463801,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TRNVP098 LLC,,,,,,,,,2024-07-10
78183023264727429508,Clear River Llc,78183023264727429508,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CLEAR RIVER LLC,,,,,,,,,2024-07-10
78542462361850281023,Nuleaf Clark Dispensary Llc,78542462361850281023,Retail Distributor,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NULEAF CLARK DISPENSARY LLC,,,,,,,,,2024-07-10
78652642552793589227,Vegas Valley Growers Llc,78652642552793589227,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,VEGAS VALLEY GROWERS LLC,,,,,,,,,2024-07-10
78954038908132787261,Lone Mountain Partners Llc,78954038908132787261,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LONE MOUNTAIN PARTNERS LLC,,,,,,,,,2024-07-10
79484750509886968559,Serenity Wellness Products Llc,79484750509886968559,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SERENITY WELLNESS PRODUCTS LLC,,,,,,,,,2024-07-10
79521872948450004935,Harvest Foundation Llc The,79521872948450004935,Medical Cultivation,Suspended,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,HARVEST FOUNDATION LLC THE,,,,,,,,,2024-07-10
79614683297911173396,Red Earth Llc,79614683297911173396,Medical Cultivation,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,RED EARTH LLC,,,,,,,,,2024-07-10
79705307867248690408,Redwood Warehouse Llc,79705307867248690408,Retail Distributor,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,REDWOOD WAREHOUSE LLC,,,,,,,,,2024-07-10
79761996911533444360,Circle S Farms Llc,79761996911533444360,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CIRCLE S FARMS LLC,,,,,,,,,2024-07-10
79806207400948405980,Nevada Medical Group Llc,79806207400948405980,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA MEDICAL GROUP LLC,,,,,,,,,2024-07-10
79925795421142703661,Trnvc151 Llc,79925795421142703661,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TRNVC151 LLC,,,,,,,,,2024-07-10
80395085734400669278,3Ap Inc,80395085734400669278,Retail Distributor,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,3AP INC,,,,,,,,,2024-07-10
80476394983467584488,Nv Green Inc,80476394983467584488,Retail Cultivation,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NV GREEN INC,,,,,,,,,2024-07-10
80691048813828655422,Nlvg Llc,80691048813828655422,Medical Production,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NLVG LLC,,,,,,,,,2024-07-10
80830710815182018092,Diversified Modalities Marketing Ltd,80830710815182018092,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DIVERSIFIED MODALITIES MARKETING LTD,,,,,,,,,2024-07-10
80837442451882742542,Bccnevada Llc,80837442451882742542,Retail Production,Active,Carson City,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,BCCNEVADA LLC,,,,,,,,,2024-07-10
80858076313151684223,Dec Ops Nv Llc,80858076313151684223,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DEC OPS NV LLC,,,,,,,,,2024-07-10
81025571831032623431,Mbnv Investments Llc,81025571831032623431,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MBNV INVESTMENTS LLC,,,,,,,,,2024-07-10
81154974231636348055,Greenleaf Wellness Inc,81154974231636348055,Retail Dispensary,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREENLEAF WELLNESS INC,,,,,,,,,2024-07-10
81521595921502470043,Ma & Associates Llc,81521595921502470043,Retail Laboratory,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MA & ASSOCIATES LLC,,,,,,,,,2024-07-10
82173569886482063410,Vegas Valley Growers Llc,82173569886482063410,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,VEGAS VALLEY GROWERS LLC,,,,,,,,,2024-07-10
