application_status,license_type,application_classification,application_classification_split_1,application_classification_split_2,approved_license_type,commence_operations_date,license_status,license_number,business_legal_name,premise_city,establishment_zipcode,business_email,business_phone,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,issue_date,cnb_deemed_complete_date,application_approved_date,lic_start_date,expiration_date,pmt_amount,lic_fee_amount,premise_zip_code,town,premise_county,county_lat,county_long,region,establishment_address_2,establishment_state,premise_latitude,premise_longitude,approved_se_number,ccclastupdated,business_dba_name,premise_state,licensing_authority_id,licensing_authority,business_structure,business_owner_name,parcel_number,business_image_url,business_website
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MR283919,"BOATHOUSE STORE, LLC",Webster,1570.0,,,4 Town Forest Road,Unit A,Webster,MA,1570,POINT (-71.840209 42.329642),POINT (-71.861243 42.0777020),PO Box 1210,,Webster,MA,1570,85-4021893,MRN283919,Fri Feb 12 2021 12:23:23 GMT-0500 (Eastern Standard Time),Wed Jan 20 2021 15:56:11 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Not a DBE,,,,Fri Nov 27 2020 09:40:18 GMT-0500 (Eastern Standard Time),Fri Feb 26 2021 13:06:26 GMT-0500 (Eastern Standard Time),Fri Apr 16 2021 13:49:46 GMT-0400 (Eastern Daylight Time),,,1500.0,,1570.0,Webster,Worcester,42.329642,-71.840209,Central MA,Unit A,MA,42.077702,-71.861243,,2/12/2024,"BOATHOUSE STORE, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,5/16/2022,COMPLETE,MR282401,1Connection Corp,Dighton,2764.0,,,25 Jessicas Way,,Attleboro,MA,2703,POINT (-71.102131 41.778329),POINT (-71.164974 41.8690550),25 Jessicas Way,,Attleboro,MA,2703,82-2600921,MRN282401,Tue Sep 22 2020 14:14:51 GMT-0400 (Eastern Daylight Time),Wed Apr 08 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Tue Mar 02 2021 20:25:47 GMT-0500 (Eastern Standard Time),True,,,,,,,,,Not a DBE,,,Thu Apr 07 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Feb 12 2019 09:47:20 GMT-0500 (Eastern Standard Time),Fri Jul 17 2020 08:34:09 GMT-0400 (Eastern Daylight Time),Thu Nov 19 2020 16:09:25 GMT-0500 (Eastern Standard Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Apr 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,2764.0,North Dighton,Bristol,41.778329,-71.102131,,,MA,41.869055,-71.164974,,2/12/2024,1Connection Corp,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,11/4/2020,COMPLETE,MR281791,"Green Gold Group, INC",Charlton,1507.0,,,60 Prospect Street,,North Brookfield,MA,1535,POINT (-71.840209 42.329642),POINT (-71.985539 42.1458269),46 Appleton St,,Boston,MA,2116,47-4984402,MRN281791,Sun Mar 29 2020 10:34:40 GMT-0400 (Eastern Daylight Time),Tue Sep 18 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Tue Jun 09 2020 13:19:04 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,,,Thu Oct 08 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Aug 10 2018 08:02:41 GMT-0400 (Eastern Daylight Time),Wed Apr 15 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 04 2020 14:15:35 GMT-0400 (Eastern Daylight Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jun 19 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,1507.0,Charlton,Worcester,42.329642,-71.840209,Central MA,,MA,42.145827,-71.985539,,2/12/2024,"Green Gold Group, INC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,3/1/2019,COMPLETE,MR281650,"Sanctuary Medicinals, Inc.",Gardner,1440.0,,,16 Pearson Blvd,,Gardner,MA,1440,POINT (-71.840209 42.329642),POINT (-71.979729 42.5664960),234 Taylor Street,,Littleton,MA,1460,82-0978452,MRN281650,Tue Sep 04 2018 14:03:46 GMT-0400 (Eastern Daylight Time),Tue Aug 28 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Wed Nov 21 2018 08:41:20 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201958,RPA201958,Not a DBE,,,Thu Jan 24 2019 03:00:00 GMT-0500 (Eastern Standard Time),Mon Jun 25 2018 17:00:56 GMT-0400 (Eastern Daylight Time),Thu Sep 06 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Tue Nov 20 2018 14:57:12 GMT-0500 (Eastern Standard Time),Thu Nov 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Tue Dec 10 2024 03:00:00 GMT-0500 (Eastern Standard Time),300.0,5000.0,1440.0,Gardner,Worcester,42.329642,-71.840209,Central MA,,MA,42.566496,-71.979729,,2/12/2024,"Sanctuary Medicinals, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,COMMENCE OPS,12/4/2023,COMPLETE,MR281454,"Advesa MA, Inc.",Somerville,2144.0,,,690 Broadway,,Somerville,MA,2144,POINT (-71.275566 42.459085),POINT (-71.111852 42.399594),690 Broadway,,Somerville,MA,2144,84-3412899,MRN281454,Tue Mar 23 2021 20:43:49 GMT-0400 (Eastern Daylight Time),Tue Feb 16 2021 16:55:54 GMT-0500 (Eastern Standard Time),,True,yes,EE202234,APPROVED,EE202234,EE202234,,,,Not a DBE,,,Thu Sep 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat May 19 2018 16:49:32 GMT-0400 (Eastern Daylight Time),Fri Mar 26 2021 10:31:49 GMT-0400 (Eastern Daylight Time),Thu May 13 2021 12:24:13 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jul 15 2024 04:00:00 GMT-0400 (Eastern Daylight Time),,5000.0,2144.0,Somerville,Middlesex,42.459085,-71.275566,Metro Boston,,MA,42.399594,-71.111853,,2/12/2024,"Advesa MA, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,11/13/2020,COMPLETE,MR282398,"Resinate, Inc.",Northampton,1060.0,,,120 Gilboa Street,,Douglas,MA,1516,POINT (-72.62073 42.322256),POINT (-72.627910 42.3186469),120 Gilboa Street,,Douglas,MA,1516,47-4392516,MRN282398,Tue Jan 07 2020 18:05:58 GMT-0500 (Eastern Standard Time),Thu Sep 26 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Wed Feb 12 2020 16:55:06 GMT-0500 (Eastern Standard Time),True,,,,,,APPROVED,RP201945,RP201945,Not a DBE,,,Thu Oct 08 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Feb 11 2019 13:05:37 GMT-0500 (Eastern Standard Time),Wed Dec 11 2019 00:00:00 GMT-0500 (Eastern Standard Time),Fri Feb 07 2020 09:27:23 GMT-0500 (Eastern Standard Time),Thu Feb 08 2024 03:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 13 2025 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,1060.0,Northampton,Hampshire,42.322256,-72.62073,Western MA,,MA,42.318647,-72.627911,,2/12/2024,"Resinate, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MR284489,Green Adventure LLC,Ware,1082.0,,,14 West Street,,Ware,MA,1082,POINT (-72.62073 42.322256),POINT (-72.243386 42.2600290),14 West Street,,Ware,MA,1082,87-2823276,MRN284489,Wed Jul 20 2022 13:40:01 GMT-0400 (Eastern Daylight Time),Tue Dec 21 2021 09:41:54 GMT-0500 (Eastern Standard Time),,True,no,,,,,,,,Not a DBE,,,,Wed Nov 10 2021 08:23:36 GMT-0500 (Eastern Standard Time),Mon Aug 08 2022 10:23:30 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 16:12:44 GMT-0400 (Eastern Daylight Time),Thu Dec 14 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Dec 15 2024 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,1082.0,Ware,Hampshire,42.322256,-72.62073,Western MA,,MA,42.260029,-72.243386,,2/12/2024,Green Adventure LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,PROVISIONAL LICENSE,,COMPLETE,MR284920,"FFD Enterprises MA, Inc.",West Springfield,1089.0,,,175 Memorial Avenue,,West Springfield,MA,1089,POINT (-72.571312 42.12756),POINT (-72.599672 42.0964889),40 Woodland Street,,Hartford,CT,6105,90-1007354,MRN284920,Thu Jun 08 2023 15:31:51 GMT-0400 (Eastern Daylight Time),Mon May 22 2023 13:01:21 GMT-0400 (Eastern Daylight Time),,True,no,,,,,APPROVED,RP201928,RP201928,Not a DBE,,,,Thu Apr 13 2023 15:45:47 GMT-0400 (Eastern Daylight Time),Fri Jun 16 2023 14:01:28 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 11:41:59 GMT-0400 (Eastern Daylight Time),Thu Sep 21 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Sep 21 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1089.0,West Springfield,Hampden,42.12756,-72.571312,Western MA,,MA,42.096489,-72.599673,,2/12/2024,"FFD Enterprises MA, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,7/6/2020,COMPLETE,MR281525,Boston Bud Factory Inc.,Holyoke,1040.0,,,73 Sargeant St,,Holyoke,MA,1040,POINT (-72.571312 42.12756),POINT (-72.609660 42.198338),37 Commercial St,,Holyoke,MA,1040,83-0540049,MRN281525,Mon Apr 01 2019 21:34:30 GMT-0400 (Eastern Daylight Time),Fri Sep 14 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 27 2019 16:15:03 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,,,Thu Apr 09 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Jun 01 2018 14:39:45 GMT-0400 (Eastern Daylight Time),Wed Apr 10 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu May 30 2019 13:50:58 GMT-0400 (Eastern Daylight Time),Thu Feb 08 2024 03:00:00 GMT-0500 (Eastern Standard Time),Sat Feb 08 2025 03:00:00 GMT-0500 (Eastern Standard Time),300.0,5000.0,1040.0,Holyoke,Hampden,42.12756,-72.571312,Western MA,,MA,42.198338,-72.60966,SE304718,2/12/2024,Boston Bud Factory Inc.,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,6/16/2023,COMPLETE,MR282481,"The Haven Center, Inc.",Brewster,2631.0,,,245 Route 6A,,Orleans,MA,2653,POINT (-70.301811 41.698999),POINT (-70.011501 41.775658),PO Box 2036,,Orleans,MA,2653,47-4353074,MRN282481,Tue May 07 2019 11:52:06 GMT-0400 (Eastern Daylight Time),Tue Mar 26 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 24 2019 12:25:15 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201922,RP201922,Not a DBE,,,Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Mar 11 2019 11:20:31 GMT-0400 (Eastern Daylight Time),Tue Mar 26 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 27 2019 16:28:18 GMT-0400 (Eastern Daylight Time),Thu Nov 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Nov 13 2024 03:00:00 GMT-0500 (Eastern Standard Time),300.0,5000.0,2631.0,Brewster,Barnstable,41.698999,-70.301811,Southeast and Cape,,MA,41.775658,-70.011502,,2/12/2024,"The Haven Center, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,4/12/2021,COMPLETE,MR282685,CCC Wellfleet NV LLC,Wellfleet,2667.0,,,1446 State Highway Route 6,,Wellfleet,MA,2667,POINT (-70.301811 41.698999),POINT (-69.990324 41.9166230),1446 State Highway Route 6,PO Box 1136,South Wellfleet,MA,2663,83-3535825,MRN282685,Mon May 11 2020 14:52:16 GMT-0400 (Eastern Daylight Time),Tue Feb 04 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Aug 13 2020 10:18:02 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,,,Thu Mar 11 2021 03:00:00 GMT-0500 (Eastern Standard Time),Mon May 06 2019 12:21:05 GMT-0400 (Eastern Daylight Time),Thu May 21 2020 14:57:56 GMT-0400 (Eastern Daylight Time),Thu Aug 06 2020 13:51:02 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Aug 13 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,2667.0,Wellfleet,Barnstable,41.698999,-70.301811,Southeast and Cape,,MA,41.916623,-69.990324,,2/12/2024,CCC Wellfleet NV LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MR281616,"Alfreds Finest, Inc.",Plymouth,2360.0,,,8 Scobee Circle,,Plymouth,MA,2360,POINT (-70.818958 41.978877),POINT (-70.707127 41.9495810),99 Main St.,,Plympton,MA,2367,83-0824729,MRN281616,Wed Apr 15 2020 10:58:40 GMT-0400 (Eastern Daylight Time),Fri Mar 06 2020 00:00:00 GMT-0500 (Eastern Standard Time),,True,,,,,,,,,Minority-Owned Business,,,,Tue Jun 19 2018 11:15:13 GMT-0400 (Eastern Daylight Time),Tue Jul 07 2020 12:14:11 GMT-0400 (Eastern Daylight Time),Thu Oct 08 2020 12:26:48 GMT-0400 (Eastern Daylight Time),Fri Jan 07 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sat Jan 07 2023 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,2360.0,Plymouth,Plymouth,41.978877,-70.818958,Southeast and Cape,,MA,41.949581,-70.707127,SE303609,2/12/2024,"Alfreds Finest, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,4/26/2021,COMPLETE,MR282410,Bud's Goods & Provisions Corp. (FKA Trichome Health Corp.),Abington,2351.0,,,54 West Boylston St,Apt 1,Worcester,MA,1606,POINT (-70.818958 41.978877),POINT (-70.954938 42.1453729),54 West Boylston St,Apt 1,Worcester,MA,1606,81-3554788,MRN282410,Thu Apr 02 2020 15:45:33 GMT-0400 (Eastern Daylight Time),Fri Feb 28 2020 00:00:00 GMT-0500 (Eastern Standard Time),Tue Sep 22 2020 12:02:24 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201939,RP201939,Not a DBE,,,Fri Apr 16 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Feb 15 2019 13:36:29 GMT-0500 (Eastern Standard Time),Wed Apr 08 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 04 2020 14:06:49 GMT-0400 (Eastern Daylight Time),Thu Sep 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Sep 22 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,2351.0,Abington,Plymouth,41.978877,-70.818958,Southeast and Cape,,MA,42.145373,-70.954939,,2/12/2024,Bud's Goods & Provisions Corp. (FKA Trichome Health Corp.),MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,4/22/2021,COMPLETE,MR282077,"Ascend Mass, LLC",Boston,2114.0,,,500 Totten Pond Road,,Waltham,MA,2451,POINT (-71.073493 42.334948),POINT (-71.061430 42.3646689),500 Totten Pond Road,,Waltham,MA,2451,82-5384985,MRN282077,Wed Dec 04 2019 15:20:33 GMT-0500 (Eastern Standard Time),Fri Jul 26 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 09 2020 14:32:49 GMT-0500 (Eastern Standard Time),True,,,,,,,,,Not a DBE,,,Thu Mar 11 2021 03:00:00 GMT-0500 (Eastern Standard Time),Fri Nov 23 2018 14:27:41 GMT-0500 (Eastern Standard Time),Thu Oct 03 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 09 2020 11:20:32 GMT-0500 (Eastern Standard Time),Thu Feb 08 2024 03:00:00 GMT-0500 (Eastern Standard Time),Mon Feb 10 2025 03:00:00 GMT-0500 (Eastern Standard Time),300.0,10000.0,2114.0,Boston,Suffolk,42.334948,-71.073493,Metro Boston,,MA,42.364669,-71.061431,,2/12/2024,"Ascend Mass, LLC",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,12/2/2022,COMPLETE,MR282206,"Coastal Healing, Inc.",Westport,2790.0,,,248 State Road,,Westport,MA,2790,POINT (-71.102131 41.778329),POINT (-71.103795 41.6731279),1942 Crandall Road,,Tiverton,RI,2878,84-2687547,MRN282206,Sat Nov 06 2021 09:30:29 GMT-0400 (Eastern Daylight Time),Fri Sep 24 2021 11:07:18 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Not a DBE,,,Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Dec 19 2018 10:10:13 GMT-0500 (Eastern Standard Time),Mon Nov 15 2021 15:49:21 GMT-0500 (Eastern Standard Time),Mon Feb 14 2022 16:15:01 GMT-0500 (Eastern Standard Time),Thu Feb 08 2024 03:00:00 GMT-0500 (Eastern Standard Time),Sun Feb 23 2025 03:00:00 GMT-0500 (Eastern Standard Time),1500.0,10000.0,2790.0,Westport,Bristol,41.778329,-71.102131,Southeast and Cape,,MA,41.673128,-71.103795,,2/12/2024,"Coastal Healing, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,3/1/2021,COMPLETE,MR283231,Caregiver-Patient Connection LLC/d.b.a. Local Roots,Sturbridge,1566.0,,,365 Main St,,Sturbridge,MA,1566,POINT (-71.840209 42.329642),POINT (-72.088797 42.1112189),"910 Boston Post Rd., Ste. #310",,Marlborough,MA,1752,83-3954417,MRN283231,Tue Jul 21 2020 13:30:03 GMT-0400 (Eastern Daylight Time),Tue May 26 2020 10:41:44 GMT-0400 (Eastern Daylight Time),,True,,,,,,APPROVED,RP201819,,Not a DBE,,,Thu Feb 11 2021 03:00:00 GMT-0500 (Eastern Standard Time),Mon Jan 13 2020 12:49:49 GMT-0500 (Eastern Standard Time),Fri Jul 24 2020 08:56:50 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 12:50:33 GMT-0400 (Eastern Daylight Time),Thu Sep 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Oct 19 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1566.0,Sturbridge,Worcester,42.329642,-71.840209,Central MA,,MA,42.111219,-72.088797,,2/12/2024,Caregiver-Patient Connection LLC/d.b.a. Local Roots,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,,COMPLETE,MR283521,Apotho Therapeutics Dartmouth INC,Dartmouth,2747.0,,,747 State Road,,Dartmouth,MA,2747,POINT (-71.102131 41.778329),POINT (-71.029150 41.6390150),71 Raymond Drive,,Seekonk,MA,2771,83-1940958,MRN283521,Sun Oct 09 2022 20:21:07 GMT-0400 (Eastern Daylight Time),Thu Mar 31 2022 11:28:38 GMT-0400 (Eastern Daylight Time),Tue Feb 14 2023 16:45:40 GMT-0500 (Eastern Standard Time),True,no,,,,,,,,Not a DBE,,,,Tue May 12 2020 15:47:32 GMT-0400 (Eastern Daylight Time),Wed Nov 16 2022 11:33:36 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 13:02:55 GMT-0500 (Eastern Standard Time),Tue Feb 14 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Apr 14 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,2747.0,North Dartmouth,Bristol,41.778329,-71.102131,,,MA,41.639015,-71.02915,,2/12/2024,Apotho Therapeutics Dartmouth INC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,4/9/2021,COMPLETE,MR282669,"Nature's Embrace, Inc.",Brockton,2302.0,,,221 Oak Street,Box 148,Brockton,MA,2301,POINT (-70.818958 41.978877),POINT (-70.987992 42.0862059),221 Oak Street,Box 148,Brockton,MA,2301,83-1955652,MRN282669,Mon Jan 06 2020 14:54:40 GMT-0500 (Eastern Standard Time),Tue Nov 12 2019 00:00:00 GMT-0500 (Eastern Standard Time),Sun May 17 2020 08:56:37 GMT-0400 (Eastern Daylight Time),True,,,,,,,,,Not a DBE,,,Thu Mar 11 2021 03:00:00 GMT-0500 (Eastern Standard Time),Wed May 01 2019 13:14:20 GMT-0400 (Eastern Daylight Time),Thu Feb 27 2020 00:00:00 GMT-0500 (Eastern Standard Time),Fri May 08 2020 14:21:33 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300.0,10000.0,2302.0,Brockton,Plymouth,41.978877,-70.818958,Southeast and Cape,,MA,42.086206,-70.987992,,2/12/2024,"Nature's Embrace, Inc.",MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,COMMENCE OPS,6/2/2023,COMPLETE,MR282984,Noble Manna Inc.,Mendon,1756.0,,,47 Milford Street,,Mendon,MA,1756,POINT (-71.840209 42.329642),POINT (-71.545586 42.1149320),"110 Turnpike Road, Suite 114",,Westborough,MA,1581,84-3228266,MRN282984,Mon Feb 15 2021 09:29:54 GMT-0500 (Eastern Standard Time),Tue Nov 24 2020 12:31:35 GMT-0500 (Eastern Standard Time),Fri Mar 12 2021 15:12:00 GMT-0500 (Eastern Standard Time),True,no,,,,,,,,Veteran-Owned Business,,,Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Sep 12 2019 12:13:25 GMT-0400 (Eastern Daylight Time),Thu Dec 10 2020 10:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 11 2021 13:59:24 GMT-0500 (Eastern Standard Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Aug 14 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,1756.0,Mendon,Worcester,42.329642,-71.840209,Central MA,,MA,42.114932,-71.545587,,2/12/2024,Noble Manna Inc.,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,11/17/2022,COMPLETE,MR284547,Elevated Roots II LLC,Halifax,2338.0,,,319 Monponsett Street,,Halifax,MA,2338,POINT (-70.818958 41.978877),POINT (-70.844089 41.9967770),319 Monponsett Street,,Halifax,MA,2338,87-3372445,MRN284547,Fri Mar 04 2022 13:03:24 GMT-0500 (Eastern Standard Time),Fri Jan 07 2022 12:51:10 GMT-0500 (Eastern Standard Time),Thu Jul 28 2022 16:22:33 GMT-0400 (Eastern Daylight Time),True,no,,,,,,,,Not a DBE,,,Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Dec 28 2021 12:36:32 GMT-0500 (Eastern Standard Time),Fri Mar 11 2022 09:19:03 GMT-0500 (Eastern Standard Time),Thu May 12 2022 14:12:50 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Jul 28 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,10000.0,2338.0,Halifax,Plymouth,41.978877,-70.818958,Southeast and Cape,,MA,41.996777,-70.84409,,2/12/2024,Elevated Roots II LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL LICENSE,,COMPLETE,MR284143,Spencer House LLC,North Adams,1247.0,,,3235 MAIN ST,,Becket,MA,1223,POINT (-73.209889 42.396128),POINT (-73.112961 42.696731),215 Johnson Hill RD,,Washington,MA,1223,35-2570314,MRN284143,Tue Jun 01 2021 16:10:28 GMT-0400 (Eastern Daylight Time),Tue Mar 30 2021 11:40:51 GMT-0400 (Eastern Daylight Time),,True,no,,,,,,,,Woman-Owned Business,,,,Tue Mar 09 2021 10:02:55 GMT-0500 (Eastern Standard Time),Fri Jun 25 2021 14:31:00 GMT-0400 (Eastern Daylight Time),Fri Sep 17 2021 12:32:48 GMT-0400 (Eastern Daylight Time),Mon Oct 16 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Oct 16 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500.0,5000.0,1247.0,North Adams,Berkshire,42.396128,-73.209889,Western MA,,MA,42.696731,-73.112962,,2/12/2024,Spencer House LLC,MA,MACCC,Massachusetts Cannabis Control Commission,,,,,
