business_legal_name,business_dba_name,business_phone,license_status,license_type,premise_street_address,premise_city,premise_zip_code,business_email,business_owner_name,business_structure,business_image_url,business_website,id,licensing_authority_id,licensing_authority,license_designation,license_number,license_status_date,license_term,premise_latitude,premise_longitude,premise_state,issue_date,expiration_date,parcel_number,activity,premise_county,data_refreshed_date
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,32,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,33,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,34,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,35,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,36,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,37,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,38,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,39,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,40,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,41,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,42,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,43,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,44,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,45,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,46,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,47,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,48,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,49,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,50,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,51,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,52,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,53,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,54,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,55,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,56,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,57,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,58,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,59,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,60,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,61,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,62,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,63,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,64,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,65,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,66,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,67,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,68,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,69,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,70,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,71,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,72,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,73,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,74,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,75,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,76,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,77,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,78,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,10/10/2022,Zonacare,,,Maricopa County,2023-04-25T13:29:54.624208
