business_website,business_email,business_legal_name,business_phone,address,id,license_status,business_dba_name,license_number,licensing_authority_id,licensing_authority,license_designation,premise_state,license_status_date,license_term,issue_date,expiration_date,business_owner_name,business_structure,activity,parcel_number,business_image_url,license_type,data_refreshed_date
https://www.revolutionreleaf.com/,info@revolutionreleaf.com,Revolutionreleaf,240-280-8446,"9994 Washington Blvd. NorthLaurel, MD",10,,Revolutionreleaf,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
https://www.starbuds.us/,baltimore@starbuds.us,Starbuds,443-438-7494,"5975 Belair RoadBaltimore, MD",11,,Starbuds,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
https://www.storehousemd.com/,info@storehousemd.com,Storehousemd,443-438-4160,"5730 Falls Rd.Baltimore, MD 21209",12,,Storehousemd,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
https://www.b1md.com/,info@b1md.com,B1Md,301-774-0840,"18070 Georgia Ave.Olney, MD 20832",13,,B1Md,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,"Wright Wellness Group, LLC",,"4201 Northview Dr., Suite 100, Bowie, MD 20716",14,,"Wright Wellness Group, LLC",,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
https://www.greenhousewellness.com/,hello@greenhousewellnes.com,Greenhousewellness,833-325-2229,"4801 Dorsey Hall dr., Suite 110Ellicott City, MD 21042",15,,Greenhousewellness,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,"MIMD Operating 1, LLC",,"35 E. Cross St., Federal Hill, Baltimore, MD  21230",16,,"MIMD Operating 1, LLC",,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
https://www.peakreleaf.com/,info@peakreleaf.com,Peakreleaf,301-703-2400,"2001 Chapman Ave.Rockville, MD 20852",17,,Peakreleaf,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
https://www.blairwellness.com/,melissa@blairwellness.com,Blairwellness,410-323-0100,"5806 York Rd.Baltimore, MD 21212",18,,Blairwellness,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
https://www.blueridgewellnessmd.com/,management%20@blueridgewellnessmd.com,Blueridgewellnessmd,301-640-5265,"9413 Harford Rd.Parkville, MD 21234",19,,Blueridgewellnessmd,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
https://www.somdrelief.com/,brittani@somdrelief.com,Somdrelief,301-242-3200,"28105 Three Notch Rd.Mechanicsville, MD 20659",20,,Somdrelief,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
https://www.herbafi.com/,info@herbafi.com,Herbafi,,"8413 Ramsey Ave.Silver Spring, MD 20910240-650-HERB (4372)",21,,Herbafi,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
https://www.kannavis.org/,info@kannavis.org,Kannavis,301-810-2962,"8709 Fingerboard Rd.Frederick, MD 21702",22,,Kannavis,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
https://www.ncwmedical.com/,dbridges@ncwmedical.com,Ncwmedical,443-252-1383,"4925 Pulaski Hwy., Suite APerryville, MD 21903",23,,Ncwmedical,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Verilife,,"700-K Corporate Center Ct., Westminster, MD  21157",24,,Verilife,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Liberty Cannabis,,"3317 Keswick Rd., Baltimore, MD 21211",25,,Liberty Cannabis,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
https://www.libertycannabis.com/,hello@libertycannabis.com,Libertycannabis,301-603-2747,"12001 Nebel St.Rockville, MD 20852",26,,Libertycannabis,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Verilife,,"11717 Old National Pike, New Market, MD 21774",27,,Verilife,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,"Apothecary, LLC",,"1096 W. Industrial Blvd., Cumberland, MD 21502",28,,"Apothecary, LLC",,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
https://www.trilogy.health.com/,info@trilogyh.health.com,Trilogy,443-539-7372,"9291 Baltimore National PikeEllicott City, MD 21042",29,,Trilogy,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
https://culta.io/,,Culta,844-507-9333,"Culta, LLC 215 Key Highway Baltimore, MD",30,,Culta,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
https://chesacanna.com/,%20info@chesacanna.com,Chesacanna,410-650-6555,"Chesacanna10534 York Rd.Cockeysville, MD 21030",31,,Chesacanna,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
http://www.findinghaven.com/,kim@findinghaven.com,Haven,240-650-0420,"7501 Clymer Dr. Brandywine, MD 20619",32,,Haven,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
https://potomacholistics.com/,%20info@potomacholistics.com,Potomacholistics,240-654-5276,"Potomac Holistics14808 Physicians Ln., Suite 212Rockville, MD 20850",33,,Potomacholistics,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,"Trulieve3531 Washington Blvd.,  Suite 112Halethorpe, MD  21227",,"Trulieve 3531 Washington Blvd., Suite 112Halethorpe, MD 21227, MD",34,,"Trulieve3531 Washington Blvd.,  Suite 112Halethorpe, MD  21227",,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,"Trulieve12200-B Rockville PikeRockville, MD  20852",,"Trulieve 12200-B Rockville PikeRockville, MD 20852, MD",35,,"Trulieve12200-B Rockville PikeRockville, MD  20852",,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,"Maryleaf, LLC11530 Middlebrook Rd.Germantown, MD  20876",,"Maryleaf, LLC11530 Middlebrook Rd.Germantown, MD 20876, MD",36,,"Maryleaf, LLC11530 Middlebrook Rd.Germantown, MD  20876",,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Mission Catonsville,,"6328 Baltimore National Pike, Baltimore, MD 21228",37,,Mission Catonsville,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Mission Rockville,,"4007 Norbeck Rd., Unit A, Rockville, MD 20853",38,,Mission Rockville,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Mana Supply Co. Middle River,,"100 Carroll Island Rd., Middle River, MD  21220",39,,Mana Supply Co. Middle River,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,"Curaleaf MD, LLC",,"11722 Reisterstown Rd., Reisterstown, MD  21136",40,,"Curaleaf MD, LLC",,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Far & Dotter,,"2060-A York Rd., Timonium, MD  21093",41,,Far & Dotter,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Trulieve,,"1526 York Rd., Lutherville, MD  21093",42,,Trulieve,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Health for Life Baltimore,,"6807 Rolling Mill Rd., Baltimore, MD  21224",43,,Health for Life Baltimore,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Health for Life White Marsh,,"4741 Ridge Rd., Nottingham, MD  21236",44,,Health for Life White Marsh,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Remedy 695,,"7165-C Security Blvd., Windsor Mill, MD  21244",45,,Remedy 695,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,"Temescal Wellness of MD, LLC",,"1636 Reisterstown Rd., Pikesville, MD 21208",46,,"Temescal Wellness of MD, LLC",,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,"ReLeaf Shop1114 Cathedral St., Suite 5Baltimore, MD  21201",,"ReLeaf Shop1114 Cathedral St., Suite 5Baltimore, MD 21201, MD",47,,"ReLeaf Shop1114 Cathedral St., Suite 5Baltimore, MD  21201",,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,PharmKent,,"330 East Pulaski Hwy., Suite B, Elkton, MD  21921",48,,PharmKent,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Chesapeake Apothecary,,"4781 Crain Hwy., Suite A, White Plains, MD  20695",49,,Chesapeake Apothecary,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Dispensary Works,,"10766 DeMarr Rd., Suite 3A, White Plains, MD  20695",50,,Dispensary Works,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Story of Maryland- Waldorf Dispensary,,"2290 Old Washington Rd., Ste 12383, Waldorf, MD  20601",51,,Story of Maryland- Waldorf Dispensary,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Sunburst Pharm,,"603 Meteor Dr., Cambridge, MD  21613",52,,Sunburst Pharm,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Mana Supply Company,,"3005 Solomons Island Rd., Edgewater, MD  21037",53,,Mana Supply Company,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Wellness Solutions,,"4606 Wedgewood Blvd., Frederick, MD  21703",54,,Wellness Solutions,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,True Wellness Laurel,,"14703 Baltimore Ave., Suite B, Laurel, MD  20707",55,,True Wellness Laurel,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,True Wellness Aberdeen,,"226 S. Philadelphia Ave., Abdereen, MD  21061",56,,True Wellness Aberdeen,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Rise-Joppa,,"702 Pulaski Hwy., Joppa, MD  21085",57,,Rise-Joppa,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Enlightened Dispensary,,"3111 Emmorton Rd., Abingdon, MD  21009",58,,Enlightened Dispensary,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Nature's Medicines,,"10169 Baltimore National Pike, Ellicott City, MD  21042",59,,Nature's Medicines,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Peninsula Alternative Health,,"1003 Mt. Hermon Rd., Salisbury, MD 21804",60,,Peninsula Alternative Health,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,"Nature's Medicines1657 Crofton Blvd.Crofton, MD 21114",,"Nature's Medicines1657 Crofton Blvd.Crofton, MD 21114",61,,"Nature's Medicines1657 Crofton Blvd.Crofton, MD 21114",,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Health For Life Bethesda,,"4909 Fairmont Ave., Bethesda, MD  20814",62,,Health For Life Bethesda,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,"Chesapeake Alternatives, LLC",,"10401 Old Georgetown Rd.,, Ste 210, Bethesda, MD 20814",63,,"Chesapeake Alternatives, LLC",,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Green Point Wellness,,"823-A Elkridge Landing Rd.Linthicum, MD 21090",64,,Green Point Wellness,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Herbiculture,,"4009 Sandy Springs Rd.,, Unit 101, Burtonsville, MD  20866",65,,Herbiculture,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Hi-Tide,,"12600 Marjan Ln., Unit 100, Ocean City, MD 21842",66,,Hi-Tide,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Panacea Wellness,,"2061 Generals Hwy, Annapolis, MD 21401",67,,Panacea Wellness,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,MI Health,,"8355 Snouffer School Rd., Gaithersburg, MD  20879",68,,MI Health,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Verilife,,"5544 Nicholson Ln., Rockville, MD  20852",69,,Verilife,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Zen Leaf Germantown,,"13007 Wisteria Dr., Germantown, MD  20874",70,,Zen Leaf Germantown,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Story Cannabis Co.,,"2486 Chillum Rd., Hyattsville, MD 20782",71,,Story Cannabis Co.,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Mary and Main,,"8801 Hampton Mall Drive N., Capital Heights, MD  20743",72,,Mary and Main,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,JOVA Wellness Center,,"5846 Allentown Way, Camp Springs, MD  20748",73,,JOVA Wellness Center,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Medleaf,,"9520 Marlboro Pike, Unit 103 & 104, Upper Marlboro, MD  20772",74,,Medleaf,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,The Apothecarium Dispensary,,"100 Beall St., Cumberland, MD  21502",75,,The Apothecarium Dispensary,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,RISE Hagerstown,,"1571 Wesel Blvd, Hagerstown, MD 21740",76,,RISE Hagerstown,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Ash + Ember,,"202 Coursevall Dr., Suite 108, Centreville, MD  21617",77,,Ash + Ember,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Gold Leaf,,"2029 West St., Annapolis, MD 21401",78,,Gold Leaf,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Curaleaf Gaithersburg,,"10011 Stedwick Rd., Gaithersburg, MD 20886",79,,Curaleaf Gaithersburg,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Greenlight Therapeutics,,"782 State Route 3 North, Ste A, Gambrills, MD 21054",80,,Greenlight Therapeutics,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Green Goods Baltimore,,"717 North Point Blvd, Baltimore, MD 21224",81,,Green Goods Baltimore,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Nirvana Center,,"5225 Baltimore National Pike, Baltimore, MD 21229",82,,Nirvana Center,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Ritual Dispensary,,"7609 Energy Parkway, Suite 901, Curtis Bay, MD 21225",83,,Ritual Dispensary,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,The Dispensary,,"330140 Village Rd., Westminster, MD 21157",84,,The Dispensary,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Waave Cannabis,,"7327 Hanover Ct., Suite A, Greenbelt, MD 20770",85,,Waave Cannabis,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Green Goods,,"1080 West Patrick St., Frederick, MD 21703",86,,Green Goods,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Zen Leaf Pasadena,,"16 Magothy Rd., Pasadena, MD 21122",87,,Zen Leaf Pasadena,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Green Point Wellness,,"116 Washington Blvd. South, Laurel, MD 20707",88,,Green Point Wellness,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
,,Sweetbuds Dispensary,,"5312 New Design Rd., Frederick, MD 21703",89,,Sweetbuds Dispensary,,MMCC,Maryland Medical Cannabis Commission,Adult-Use,MD,,,,,,,,,,,2023-08-07T19:14:43.826286
