activity,adult_use,business_dba_name,business_image_url,business_legal_name,business_owner_name,business_phone,business_structure,county,data_refreshed_date,expiration_date,id,issue_date,license_designation,license_number,license_status,license_status_date,license_term,license_type,licensing_authority,licensing_authority_id,medical,parcel_number,premise_city,premise_county,premise_latitude,premise_longitude,premise_state,premise_zip_code
,True,Agri-Genesis LLC,,Agri-Genesis LLC,,660-851-1660,,Macon County,2023-04-27T08:29:03.541108,,30,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,Macon,Macon County,39.7662896,-92.455834,MO,63552
,True,BeLeaf Medical LLC,,BeLeaf Medical LLC,,636-448-6021,,St. Louis city,2023-04-27T08:29:03.541108,,31,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63118,,38.5950619,-90.2291565,MO,63118
,True,OXD 19341 LLC,,OXD 19341 LLC,,(31-0) -435-7165,,Jackson County,2023-04-27T08:29:03.541108,,32,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64055,Jackson County,39.0608919,-94.4079213,MO,64055
,True,GF Wellness Franz Park LLC,,GF Wellness Franz Park LLC,,314-282-4679,,St. Louis city,2023-04-27T08:29:03.541108,,33,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,St. Louis,St. Louis County,38.6237409,-90.30662769999999,MO,63139
,True,"True Level Investments, Inc.",,"True Level Investments, Inc.",,816-832-8882,,Platte County,2023-04-27T08:29:03.541108,,34,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64152,Platte County,39.20502279999999,-94.70706159999999,MO,64152
,True,Holistic Missouri LLC,,Holistic Missouri LLC,,866-217-4063,,St. Louis city,2023-04-27T08:29:03.541108,,35,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63108,,38.647459,-90.25730999999999,MO,63108
,True,"Shangri-La Cameron, LLC.",,"Shangri-La Cameron, LLC.",,660-233-6762,,Clay County,2023-04-27T08:29:03.541108,,36,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,Fishing River Township,Clay County,39.2682861,-94.2912635,MO,64068
,True,Heya Kirksville Retail LLC,,Heya Kirksville Retail LLC,,314-650-4597,,Adair County,2023-04-27T08:29:03.541108,,37,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,Kirksville,Adair County,40.1939987,-92.585562,MO,63501
,True,Growing Jobs Missouri LLC,,Growing Jobs Missouri LLC,,314-707-1056,,St. Louis city,2023-04-27T08:29:03.541108,,38,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63112,,38.65788,-90.2854839,MO,63112
,True,BMD Swift LLC,,BMD Swift LLC,,858-848-4588,,Clay County,2023-04-27T08:29:03.541108,,39,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,Kansas City,Jackson County,39.1402257,-94.5773045,MO,64116
,True,VMO-Ops Inc,,VMO-Ops Inc,,240-418-2120,,St. Louis city,2023-04-27T08:29:03.541108,,40,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63103,,38.629185,-90.2174318,MO,63103
,True,OXD 351 HWY LLC,,OXD 351 HWY LLC,,(31-0) -435-7165,,Jackson County,2023-04-27T08:29:03.541108,,41,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64133,Jackson County,39.01771859999999,-94.4490836,MO,64133
,True,OXD Troost LLC,,OXD Troost LLC,,(31-0) -435-7165,,Jackson County,2023-04-27T08:29:03.541108,,42,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,Kansas City,Jackson County,39.0346367,-94.5733539,MO,64110
,True,OXD IA LLC,,OXD IA LLC,,(31-0) -435-7165,,Jackson County,2023-04-27T08:29:03.541108,,43,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO,Jackson County,39.0997265,-94.5785667,MO,64106
,True,"Occidental Group, Inc.",,"Occidental Group, Inc.",,314-754-8710,,St. Louis County,2023-04-27T08:29:03.541108,,44,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63130,,38.6682669,-90.32308069999999,MO,63130
,True,OXD SWB LLC,,OXD SWB LLC,,(31-0) -435-7165,,Jackson County,2023-04-27T08:29:03.541108,,45,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64108,Jackson County,39.0795392,-94.5985613,MO,64108
,True,FP1-S Florissant LLC,,FP1-S Florissant LLC,,816-588-8838,,St. Louis County,2023-04-27T08:29:03.541108,,46,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,St. Louis,St. Louis County,38.7327783,-90.3017083,MO,63135
,True,"V3 MO Vending 6, LLC",,"V3 MO Vending 6, LLC",,630-747-3542,,Jackson County,2023-04-27T08:29:03.541108,,47,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64132,Jackson County,38.992935,-94.55212739999999,MO,64132
,True,Fresh Green LLC,,Fresh Green LLC,,816-806-2130,,Jackson County,2023-04-27T08:29:03.541108,,48,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,Lee's Summit,Jackson County,38.93121259999999,-94.3610566,MO,64086
,True,Growing Jobs Missouri LLC,,Growing Jobs Missouri LLC,,314-707-1056,,St. Louis city,2023-04-27T08:29:03.541108,,49,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63118,,38.5950619,-90.2291565,MO,63118
,True,"SLCC, LLC",,"SLCC, LLC",,907-952-2328,,Jackson County,2023-04-27T08:29:03.541108,,50,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64127,Jackson County,39.091953,-94.5469705,MO,64127
,True,THF Partners LLC,,THF Partners LLC,,816-588-8838,,Jackson County,2023-04-27T08:29:03.541108,,51,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64056,Jackson County,39.1063108,-94.30515419999999,MO,64056
,True,"Robust Missouri Dispensary 3, LLC",,"Robust Missouri Dispensary 3, LLC",,314-276-3802,,St. Louis County,2023-04-27T08:29:03.541108,,52,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63031,St. Louis County,38.8095735,-90.3465971,MO,63031
,True,"Purple Leaf, LLC",,"Purple Leaf, LLC",,520-307-9708,,Clay County,2023-04-27T08:29:03.541108,,53,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO,Clay County,39.2038918,-94.554677,MO,64118
,True,Fresh Green LLC,,Fresh Green LLC,,816-806-2130,,Jackson County,2023-04-27T08:29:03.541108,,54,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64114,Jackson County,38.9546734,-94.5985613,MO,64114
,True,Jais LLC,,Jais LLC,,201-253-6952,,St. Louis County,2023-04-27T08:29:03.541108,,55,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63074,St. Louis County,38.7257164,-90.38425269999999,MO,63074
,True,"Purple Leaf, LLC",,"Purple Leaf, LLC",,520-307-9708,,Jackson County,2023-04-27T08:29:03.541108,,56,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO,Jackson County,39.0911161,-94.41550679999999,MO,64050
,True,Growing Jobs Missouri LLC,,Growing Jobs Missouri LLC,,314-220-0043,,St. Louis city,2023-04-27T08:29:03.541108,,57,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63110,,38.6212468,-90.2526163,MO,63110
,True,"Grassroots OpCo MO, LLC",,"Grassroots OpCo MO, LLC",,816-588-8838,,Jackson County,2023-04-27T08:29:03.541108,,58,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64055,Jackson County,39.0608919,-94.4079213,MO,64055
,True,"Grassroots OpCo MO, LLC",,"Grassroots OpCo MO, LLC",,816-588-8838,,Jackson County,2023-04-27T08:29:03.541108,,59,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64015,Jackson County,39.02310749999999,-94.30515419999999,MO,64015
,True,THF Partners LLC,,THF Partners LLC,,816-588-8838,,Jackson County,2023-04-27T08:29:03.541108,,60,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64147,,38.8524485,-94.5469705,MO,64147
,True,"Bloom Medicinals of MO – Dispensary 1, LLC",,"Bloom Medicinals of MO – Dispensary 1, LLC",,419-482-8240,,St. Charles County,2023-04-27T08:29:03.541108,,61,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63304,St. Charles County,38.70360050000001,-90.6488505,MO,63304
,True,"Elevation Cannabis, LLC",,"Elevation Cannabis, LLC",,720-588-4112,,Jackson County,2023-04-27T08:29:03.541108,,62,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64130,Jackson County,39.0345609,-94.55212739999999,MO,64130
,True,"Nirvana Bliss V, LLC",,"Nirvana Bliss V, LLC",,314-448-3848,,St. Louis County,2023-04-27T08:29:03.541108,,63,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO,St. Louis County,38.5925532,-90.5870686,MO,63011
,True,"VMO Retail, LLC",,"VMO Retail, LLC",,224-622-8770,,Jackson County,2023-04-27T08:29:03.541108,,64,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64134,Jackson County,38.9328362,-94.4902774,MO,64134
,True,THF Partners LLC,,THF Partners LLC,,816-588-8838,,Jackson County,2023-04-27T08:29:03.541108,,65,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64132,Jackson County,38.992935,-94.55212739999999,MO,64132
,True,BeLeaf Medical LLC,,BeLeaf Medical LLC,,636-448-6021,,St. Louis County,2023-04-27T08:29:03.541108,,66,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO,St. Louis County,38.5925532,-90.5870686,MO,63011
,True,"True Level Investments, Inc.",,"True Level Investments, Inc.",,816-832-8882,,Jackson County,2023-04-27T08:29:03.541108,,67,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64111,Jackson County,39.0587452,-94.5985613,MO,64111
,True,"Purple Leaf, LLC",,"Purple Leaf, LLC",,520-307-9708,,Clay County,2023-04-27T08:29:03.541108,,68,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO,Jackson County,39.0997265,-94.5785667,MO,64119
,True,"Nirvana Bliss II, LLC",,"Nirvana Bliss II, LLC",,314-448-3848,,St. Louis County,2023-04-27T08:29:03.541108,,69,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63021,St. Louis County,38.557323,-90.5352356,MO,63021
,True,"CPC of Missouri, LLC",,"CPC of Missouri, LLC",,785-766-0288,,Jackson County,2023-04-27T08:29:03.541108,,70,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64111,Jackson County,39.0587452,-94.5985613,MO,64111
,True,TC AppliCo LLC,,TC AppliCo LLC,,314-616-9063,,St. Louis County,2023-04-27T08:29:03.541108,,71,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63141,St. Louis County,38.6624944,-90.4785495,MO,63141
,True,"AW Enterprises of MO, LLC",,"AW Enterprises of MO, LLC",,816-392-0276,,Jackson County,2023-04-27T08:29:03.541108,,72,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO,Jackson County,38.9108408,-94.3821724,MO,64063
,True,"Releaf Resources, LLC",,"Releaf Resources, LLC",,816-213-4852,,Jackson County,2023-04-27T08:29:03.541108,,73,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,Grandview,Jackson County,38.8733959,-94.5287599,MO,64030
,True,TC AppliCo LLC,,TC AppliCo LLC,,314-616-9063,,Jackson County,2023-04-27T08:29:03.541108,,74,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64108,Jackson County,39.0795392,-94.5985613,MO,64108
,True,TC AppliCo LLC,,TC AppliCo LLC,,314-616-9063,,St. Louis County,2023-04-27T08:29:03.541108,,75,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO,St. Louis County,38.5025537,-90.62790439999999,MO,63025
,True,JG Missouri LLC,,JG Missouri LLC,,858-750-0339,,St. Louis County,2023-04-27T08:29:03.541108,,76,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63088,St. Louis County,38.5522581,-90.4927134,MO,63088
,True,"BD Health Retail 2, LLC",,"BD Health Retail 2, LLC",,417-850-9999,,Greene County,2023-04-27T08:29:03.541108,,77,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,Bangladesh,,23.684994,90.356331,MO,65803
,True,"MO Retail Products Group, Inc.",,"MO Retail Products Group, Inc.",,573-289-0104,,Greene County,2023-04-27T08:29:03.541108,,78,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65807,Greene County,37.1756964,-93.3288183,MO,65807
,True,Growing Jobs Missouri LLC,,Growing Jobs Missouri LLC,,314-707-1056,,St. Louis County,2023-04-27T08:29:03.541108,,79,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63011,St. Louis County,38.6044507,-90.5588787,MO,63011
,True,"MO Retail Products Group, Inc",,"MO Retail Products Group, Inc",,573-289-0104,,Jasper County,2023-04-27T08:29:03.541108,,80,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64804,,37.0193161,-94.5005808,MO,64804
,True,COMO Health LLC,,COMO Health LLC,,240-447-5806,,Stone County,2023-04-27T08:29:03.541108,,81,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65737,Stone County,36.6970059,-93.3693524,MO,65737
,True,"New Growth Horizon, LLC",,"New Growth Horizon, LLC",,(31-4) -462-9899,,St. Louis County,2023-04-27T08:29:03.541108,,82,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63126,St. Louis County,38.552678,-90.3795438,MO,63126
,True,"BBMO 2, LLC",,"BBMO 2, LLC",,(31-2)9-25-1217,,Greene County,2023-04-27T08:29:03.541108,,83,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65804,Greene County,37.1565149,-93.2483058,MO,65804
,True,"Nature's Med MO, LLC",,"Nature's Med MO, LLC",,618-210-1577,,St. Louis County,2023-04-27T08:29:03.541108,,84,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,St. Louis,St. Louis County,38.51801469999999,-90.2814356,MO,63125
,True,"Old Route 66 Wellness, LLC",,"Old Route 66 Wellness, LLC",,417-895-8733,,Greene County,2023-04-27T08:29:03.541108,,85,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,Springfield,Greene County,37.2481183,-93.2621576,MO,65803
,True,"Old Route 66 Holdings, LLC",,"Old Route 66 Holdings, LLC",,417-895-8733,,Christian County,2023-04-27T08:29:03.541108,,86,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,"Old Rte 66, Missouri, USA",,38.2972652,-91.1003056,MO,65721
,True,Astro Farms Gamma LLC,,Astro Farms Gamma LLC,,614-296-7521,,Jasper County,2023-04-27T08:29:03.541108,,87,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64801,Jasper County,37.1034245,-94.5418141,MO,64801
,True,"Grassroots OpCo MO, LLC",,"Grassroots OpCo MO, LLC",,816-588-8838,,Taney County,2023-04-27T08:29:03.541108,,88,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65616,Taney County,36.6436731,-93.21851439999999,MO,65616
,True,"The Dispensary, LLC",,"The Dispensary, LLC",,417-665-1990,,Barry County,2023-04-27T08:29:03.541108,,89,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65625,Barry County,36.6789257,-93.86807549999999,MO,65625
,True,"MO Retail Products Group, Inc",,"MO Retail Products Group, Inc",,573-289-0104,,Greene County,2023-04-27T08:29:03.541108,,90,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65804,Greene County,37.1565149,-93.2483058,MO,65804
,True,"Revival Ninety-Eight, LLC",,"Revival Ninety-Eight, LLC",,816-556-3101,,Greene County,2023-04-27T08:29:03.541108,,91,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65807,Greene County,37.1756964,-93.3288183,MO,65807
,True,"Ozarx Botanicals I, LLC",,"Ozarx Botanicals I, LLC",,417-839-5467,,Greene County,2023-04-27T08:29:03.541108,,92,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65807,Greene County,37.1756964,-93.3288183,MO,65807
,True,SMO4 INC,,SMO4 INC,,816-810-3236,,Jasper County,2023-04-27T08:29:03.541108,,93,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64836,Jasper County,37.176447,-94.31022279999999,MO,64836
,True,GF Wellness St. Peters LLC,,GF Wellness St. Peters LLC,,314-282-4679,,St. Charles County,2023-04-27T08:29:03.541108,,94,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,St Peters,St. Charles County,38.7499761,-90.574446,MO,63303
,True,"Missouri Joint Ventures, LLC",,"Missouri Joint Ventures, LLC",,417-374-7408,,Christian County,2023-04-27T08:29:03.541108,,95,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,Nixa,Christian County,37.0471954,-93.2918523,MO,65714
,True,"QPS Missouri Holdings, LLC",,"QPS Missouri Holdings, LLC",,734-412-4600,,St. Charles County,2023-04-27T08:29:03.541108,,96,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63304,St. Charles County,38.70360050000001,-90.6488505,MO,63304
,True,"OWG I, LLC",,"OWG I, LLC",,(41-7) -848-4806,,Greene County,2023-04-27T08:29:03.541108,,97,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65802,Greene County,37.1953893,-93.3892894,MO,65802
,True,"Bloom Medicinals of MO, LLC",,"Bloom Medicinals of MO, LLC",,419-482-8240,,Greene County,2023-04-27T08:29:03.541108,,98,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65802,Greene County,37.1953893,-93.3892894,MO,65802
,True,"QPS Missouri Holdings, LLC",,"QPS Missouri Holdings, LLC",,734-412-4600,,St. Louis County,2023-04-27T08:29:03.541108,,99,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63127,St. Louis County,38.531543,-90.417231,MO,63127
,True,"V3 MO Vending 5, LLC",,"V3 MO Vending 5, LLC",,630-747-3542,,Greene County,2023-04-27T08:29:03.541108,,100,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65803,Greene County,37.294172,-93.29861059999999,MO,65803
,True,"SW Retail Holdings, LLC",,"SW Retail Holdings, LLC",,417-840-0577,,Stone County,2023-04-27T08:29:03.541108,,101,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65737,Stone County,36.6970059,-93.3693524,MO,65737
