activity,adult_use,business_dba_name,business_image_url,business_legal_name,business_owner_name,business_phone,business_structure,county,data_refreshed_date,expiration_date,id,issue_date,license_designation,license_number,license_status,license_status_date,license_term,license_type,licensing_authority,licensing_authority_id,medical,parcel_number,premise_city,premise_county,premise_latitude,premise_longitude,premise_state,premise_zip_code
,True,Heya Excello MIP LLC,,Heya Excello MIP LLC,,314-560-4597,,Macon County,2023-04-27T08:29:20.855378,,10,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65247,Macon County,39.636145,-92.47546249999999,MO,65247
,True,"Noah's Arc Foundation MAN15, LLC",,"Noah's Arc Foundation MAN15, LLC",,314-580-6916,,Jackson County,2023-04-27T08:29:20.855378,,11,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO,Jackson County,39.0997265,-94.5785667,MO,64108
,True,"CPC of Missouri - Smithville, LLC",,"CPC of Missouri - Smithville, LLC",,785-766-0288,,Clay County,2023-04-27T08:29:20.855378,,12,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,Smithville,Clay County,39.3638732,-94.5891504,MO,64089
,True,"Flora Ceres Charlotte, Inc.",,"Flora Ceres Charlotte, Inc.",,317-366-5522,,Jackson County,2023-04-27T08:29:20.855378,,13,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,Kansas City,Jackson County,39.0837507,-94.5747353,MO,64108
,True,"SMA Manufacturing, LLC",,"SMA Manufacturing, LLC",,660-651-3252,,Shelby County,2023-04-27T08:29:20.855378,,14,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63437,Shelby County,39.7419808,-92.25851519999999,MO,63437
,True,"Flora Ceres, Inc.",,"Flora Ceres, Inc.",,(97-0) -485-5730,,Carroll County,2023-04-27T08:29:20.855378,,15,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64633,Carroll County,39.3583539,-93.4957675,MO,64633
,True,5150 Processing LLC,,5150 Processing LLC,,314-448-3848,,Jefferson County,2023-04-27T08:29:20.855378,,16,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO,Jefferson County,38.2135566,-90.40329659999999,MO,63028
,True,BeLeaf Medical LLC,,BeLeaf Medical LLC,,636-448-6021,,St. Louis city,2023-04-27T08:29:20.855378,,17,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63118,,38.5950619,-90.2291565,MO,63118
,True,"SLCC, LLC",,"SLCC, LLC",,937-631-9094,,Franklin County,2023-04-27T08:29:20.855378,,18,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63072,Franklin County,38.4147749,-90.8140224,MO,63072
,True,"SLCC, LLC",,"SLCC, LLC",,937-631-9094,,Jackson County,2023-04-27T08:29:20.855378,,19,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64127,Jackson County,39.091953,-94.5469705,MO,64127
,True,"QPS Missouri Holdings, LLC",,"QPS Missouri Holdings, LLC",,734-412-4600,,St. Louis city,2023-04-27T08:29:20.855378,,20,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63110,,38.6212468,-90.2526163,MO,63110
,True,Next Wave MO LLC,,Next Wave MO LLC,,816-588-8838,,Jackson County,2023-04-27T08:29:20.855378,,21,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64130,Jackson County,39.0345609,-94.55212739999999,MO,64130
,True,"Bootheel CannaCare Columbia, LLC",,"Bootheel CannaCare Columbia, LLC",,573-359-4963,,Boone County,2023-04-27T08:29:20.855378,,22,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,Columbia,Boone County,38.9451555,-92.2956971,MO,65202
,True,GF Production Lab LLC,,GF Production Lab LLC,,314-282-4679,,Crawford County,2023-04-27T08:29:20.855378,,23,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO,Crawford County,38.0628225,-91.40348329999999,MO,65453
,True,"Robust Missouri Process and Manufacturing 2, LLC",,"Robust Missouri Process and Manufacturing 2, LLC",,636-299-3592,,Crawford County,2023-04-27T08:29:20.855378,,24,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO,Crawford County,38.0628225,-91.40348329999999,MO,65453
,True,Columbia Care MO LLC,,Columbia Care MO LLC,,314-324-7460,,Boone County,2023-04-27T08:29:20.855378,,25,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO,Boone County,38.9517053,-92.3340724,MO,65202
,True,1913 Waynesville LLC,,1913 Waynesville LLC,,216-577-9178,,Pulaski County,2023-04-27T08:29:20.855378,,26,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65583,Pulaski County,37.8286516,-92.2007227,MO,65583
,True,"Organic Remedies MO, Inc.",,"Organic Remedies MO, Inc.",,573-279-4020,,Scott County,2023-04-27T08:29:20.855378,,27,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,Chaffee,Scott County,37.1905441,-89.67118839999999,MO,63740
,True,Growing Jobs Missouri LLC,,Growing Jobs Missouri LLC,,314-707-1056,,St. Louis County,2023-04-27T08:29:20.855378,,28,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63042,St. Louis County,38.7884682,-90.403094,MO,63042
,True,1913 Vandalia LLC,,1913 Vandalia LLC,,216-577-9178,,Audrain County,2023-04-27T08:29:20.855378,,29,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63382,Audrain County,39.3108745,-91.48848869999999,MO,63382
,True,GF Extraction Lab LLC,,GF Extraction Lab LLC,,314-282-4679,,Crawford County,2023-04-27T08:29:20.855378,,30,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO,Crawford County,38.0628225,-91.40348329999999,MO,65453
,True,"New Growth Horizon, LLC",,"New Growth Horizon, LLC",,314-749-2677,,St. Louis County,2023-04-27T08:29:20.855378,,31,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63144,St. Louis County,38.6157474,-90.3513021,MO,63144
,True,"Harvest of Missouri, LLC",,"Harvest of Missouri, LLC",,602-615-2083,,Jasper County,2023-04-27T08:29:20.855378,,32,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64804,,37.0193161,-94.5005808,MO,64804
,True,Noah's Arc Foundation LLC,,Noah's Arc Foundation LLC,,314-580-6916,,St. Louis County,2023-04-27T08:29:20.855378,,33,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO,St. Louis County,38.7544952,-90.3312256,MO,63134
,True,Curador Labs LLC,,Curador Labs LLC,,314-339-3518,,St. Louis city,2023-04-27T08:29:20.855378,,34,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,St. Louis,,38.6956502,-90.2231989,MO,63147
,True,"Teal Labs, LLC",,"Teal Labs, LLC",,314-393-9748,,St. Charles County,2023-04-27T08:29:20.855378,,35,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63376,St. Charles County,38.81123729999999,-90.6409272,MO,63376
,True,"Certified Alternative Medicine Providers, LLC",,"Certified Alternative Medicine Providers, LLC",,573-424-4951,,St. Louis city,2023-04-27T08:29:20.855378,,36,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,St. Louis,,38.643604,-90.1957872,MO,63147
,True,"Teal Labs II, LLC",,"Teal Labs II, LLC",,314-393-9748,,St. Louis city,2023-04-27T08:29:20.855378,,37,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63102,,38.623996,-90.18462170000001,MO,63102
,True,"Revival 98, LLC",,"Revival 98, LLC",,314-324-9793,,Bates County,2023-04-27T08:29:20.855378,,38,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64730,Bates County,38.2586347,-94.33050589999999,MO,64730
,True,"Monarch Advanced Sciences, LLC",,"Monarch Advanced Sciences, LLC",,314-393-9286,,St. Louis city,2023-04-27T08:29:20.855378,,39,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63102,,38.623996,-90.18462170000001,MO,63102
,True,Blue Arrow Holdings LLC,,Blue Arrow Holdings LLC,,314-359-1987,,St. Louis city,2023-04-27T08:29:20.855378,,40,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63147,,38.6999486,-90.2197765,MO,63147
,True,Alpha Fusion Extracts LLC,,Alpha Fusion Extracts LLC,,614-296-7521,,Greene County,2023-04-27T08:29:20.855378,,41,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63645,Madison County,37.55977540000001,-90.2940069,MO,65803
,True,"Grassroots OpCo MO, LLC",,"Grassroots OpCo MO, LLC",,816-588-8838,,Jackson County,2023-04-27T08:29:20.855378,,42,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64130,Jackson County,39.0345609,-94.55212739999999,MO,64130
,True,"Missouri Wellness, LLC",,"Missouri Wellness, LLC",,314-960-2525,,St. Louis County,2023-04-27T08:29:20.855378,,43,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63045,St. Louis County,38.7699175,-90.4667501,MO,63045
,False,Kindbio LLC,,Kindbio LLC,,314-799-5146,,St. Louis city,2023-04-27T08:29:20.855378,,44,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,True,,MO 63147,,38.6999486,-90.2197765,MO,63147
,True,"MOTACANN Holdings, LLC",,"MOTACANN Holdings, LLC",,312-909-5092,,St. Charles County,2023-04-27T08:29:20.855378,,45,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63366,St. Charles County,38.8809704,-90.73427339999999,MO,63366
,True,"GF Saint Mary, LLC",,"GF Saint Mary, LLC",,314-814-5493,,St. Louis city,2023-04-27T08:29:20.855378,,46,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63147,,38.6999486,-90.2197765,MO,63147
,True,BeLeaf Medical LLC,,BeLeaf Medical LLC,,636-448-6021,,St. Louis County,2023-04-27T08:29:20.855378,,47,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,Earth City,St. Louis County,38.76786329999999,-90.453037,MO,63045
,True,"V3 MO Processing 1, LLC",,"V3 MO Processing 1, LLC",,630-747-3542,,Jackson County,2023-04-27T08:29:20.855378,,48,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64127,Jackson County,39.091953,-94.5469705,MO,64127
,True,"Flora Ceres, Inc.",,"Flora Ceres, Inc.",,(31-7) -366-5522,,Platte County,2023-04-27T08:29:20.855378,,49,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64439,Platte County,39.5219411,-94.76996079999999,MO,64439
,False,CannaVer LLC,,CannaVer LLC,,303-819-7194,,St. Louis County,2023-04-27T08:29:20.855378,,50,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,True,,MO 63042,St. Louis County,38.7884682,-90.403094,MO,63042
,False,"CannaVer, LLC",,"CannaVer, LLC",,303-819-7194,,St. Louis County,2023-04-27T08:29:20.855378,,51,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,True,,MO 63042,St. Louis County,38.7884682,-90.403094,MO,63042
,False,"CannaVer, LLC",,"CannaVer, LLC",,303-819-7194,,St. Louis County,2023-04-27T08:29:20.855378,,52,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,True,,MO 63042,St. Louis County,38.7884682,-90.403094,MO,63042
,True,"Green Four Ventures, LLC",,"Green Four Ventures, LLC",,816-516-2607,,Jackson County,2023-04-27T08:29:20.855378,,53,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,Kansas City,Jackson County,39.1447162,-94.5136402,MO,64120
,True,Heya Kirksville MIP LLC,,Heya Kirksville MIP LLC,,314-560-4597,,Adair County,2023-04-27T08:29:20.855378,,54,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63546,Schuyler County,40.34697490000001,-92.5690817,MO,63546
,True,"Green Four Ventures, LLC",,"Green Four Ventures, LLC",,816-516-2607,,Jackson County,2023-04-27T08:29:20.855378,,55,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,Kansas City,Jackson County,39.1447162,-94.5136402,MO,64120
,True,GF Infused Products LLC,,GF Infused Products LLC,,314-282-4679,,Crawford County,2023-04-27T08:29:20.855378,,56,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO,Crawford County,38.0628225,-91.40348329999999,MO,65453
,True,TC AppliCo LLC,,TC AppliCo LLC,,314-276-1947,,Jackson County,2023-04-27T08:29:20.855378,,57,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64030,Jackson County,38.88955259999999,-94.53150289999999,MO,64030
,True,Heartland Enterprises L.L.C.,,Heartland Enterprises L.L.C.,,417-894-3911,,Dallas County,2023-04-27T08:29:20.855378,,58,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65622,Dallas County,37.6439289,-93.0924093,MO,65622
,True,"True Level Investments, Inc.",,"True Level Investments, Inc.",,816-832-8882,,Platte County,2023-04-27T08:29:20.855378,,59,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64150,Platte County,39.1775031,-94.61301209999999,MO,64150
,True,"C4, LLC",,"C4, LLC",,816-872-6116,,Carroll County,2023-04-27T08:29:20.855378,,60,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64633,Carroll County,39.3583539,-93.4957675,MO,64633
,True,"Vertical Enterprise, LLC",,"Vertical Enterprise, LLC",,816-582-3459,,Buchanan County,2023-04-27T08:29:20.855378,,61,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,St Joseph,Buchanan County,39.7748541,-94.80387619999999,MO,64507
,True,"Bloom Medicinals of MO – Cultivation 2, LLC",,"Bloom Medicinals of MO – Cultivation 2, LLC",,561-305-3656,,Clinton County,2023-04-27T08:29:20.855378,,62,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64429,Clinton County,39.7402801,-94.241057,MO,64429
,True,Heya St. Ann MIP LLC,,Heya St. Ann MIP LLC,,314-560-4597,,St. Louis County,2023-04-27T08:29:20.855378,,63,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,St Ann,St. Louis County,38.7303723,-90.38081269999999,MO,63074
,False,"Holistic Health Capital, LLC",,"Holistic Health Capital, LLC",,314-225-7496,,Perry County,2023-04-27T08:29:20.855378,,64,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,True,,MO 63775,Perry County,37.7242202,-89.8612196,MO,63775
,True,Nodaway Holdings LLC,,Nodaway Holdings LLC,,417-754-3050,,Polk County,2023-04-27T08:29:20.855378,,65,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65674,Polk County,37.7944806,-93.57798149999999,MO,65674
,False,"MidAmeriCanna, LLC",,"MidAmeriCanna, LLC",,862-520-8514,,St. Louis city,2023-04-27T08:29:20.855378,,66,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,True,,St. Louis,,38.6303864,-90.1842977,MO,63115
,True,"Blue Sky Health & Wellness, LLC",,"Blue Sky Health & Wellness, LLC",,314-280-5231,,Montgomery County,2023-04-27T08:29:20.855378,,67,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63351,Montgomery County,38.8533773,-91.3059895,MO,63351
,True,ROI Labs of Atherton LLC,,ROI Labs of Atherton LLC,,417-848-8055,,Jackson County,2023-04-27T08:29:20.855378,,68,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64058,Jackson County,39.1861153,-94.3055037,MO,64058
,True,"Missouri Made Marijuana, LLC",,"Missouri Made Marijuana, LLC",,702-496-3051,,Jackson County,2023-04-27T08:29:20.855378,,69,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO,Jackson County,39.0150069,-94.19855799999999,MO,64029
,True,"Elevation Cannabis Manufacturing, LLC",,"Elevation Cannabis Manufacturing, LLC",,620-921-5967,,Jackson County,2023-04-27T08:29:20.855378,,70,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64127,Jackson County,39.091953,-94.5469705,MO,64127
,True,Como Health LLC,,Como Health LLC,,240-477-5806,,Boone County,2023-04-27T08:29:20.855378,,71,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65201,,38.951674,-92.33254099999999,MO,65201
,True,"Sunrise Beach GP, LLC",,"Sunrise Beach GP, LLC",,866-217-4063,,Camden County,2023-04-27T08:29:20.855378,,72,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65079,Camden County,38.1758645,-92.7843553,MO,65079
,True,"Holistic Missouri, LLC",,"Holistic Missouri, LLC",,866-217-4063,,Jackson County,2023-04-27T08:29:20.855378,,73,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64147,,38.8524485,-94.5469705,MO,64147
,True,"Mo Manufactured Products, LLC",,"Mo Manufactured Products, LLC",,417-343-8257,,Cedar County,2023-04-27T08:29:20.855378,,74,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65785,Cedar County,37.6989279,-93.796044,MO,65785
,True,"Noah's Arc Foundation MAN97, LLC",,"Noah's Arc Foundation MAN97, LLC",,314-580-6916,,Greene County,2023-04-27T08:29:20.855378,,75,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO,Greene County,37.2089572,-93.29229889999999,MO,65803
,True,"Cannabis, Inc.",,"Cannabis, Inc.",,816-463-3247,,Clay County,2023-04-27T08:29:20.855378,,76,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64116,,39.1584696,-94.5727598,MO,64116
,True,"Blue Sky Manufacturing, LCC",,"Blue Sky Manufacturing, LCC",,(31-4) -223-6680,,St. Louis County,2023-04-27T08:29:20.855378,,77,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63125,,38.5161654,-90.2901815,MO,63125
,True,"CMOY, LLC",,"CMOY, LLC",,303-918-0777,,Jackson County,2023-04-27T08:29:20.855378,,78,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 64108,Jackson County,39.0795392,-94.5985613,MO,64108
,False,"TerraMa Gold, LLC",,"TerraMa Gold, LLC",,(81-6) -547-2849,,Jackson County,2023-04-27T08:29:20.855378,,79,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,True,,MO 64015,Jackson County,39.02310749999999,-94.30515419999999,MO,64015
,True,"Stash House MO, Inc.",,"Stash House MO, Inc.",,(81-6) -781-1947,,Clay County,2023-04-27T08:29:20.855378,,80,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,Liberty,Clay County,39.2427095,-94.4184334,MO,64068
,False,"CCMRB Processing, LLC",,"CCMRB Processing, LLC",,(31-4) -422-3617,,Pulaski County,2023-04-27T08:29:20.855378,,81,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,True,,MO 65583,Pulaski County,37.8286516,-92.2007227,MO,65583
,True,C & C Manufacturing LLC,,C & C Manufacturing LLC,,(41-7) -323-5200,,Buchanan County,2023-04-27T08:29:20.855378,,82,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO,Greene County,37.2089572,-93.29229889999999,MO,64503
,False,"JAWS Ventures, Inc.",,"JAWS Ventures, Inc.",,(31-4) -303-8405,,St. Louis city,2023-04-27T08:29:20.855378,,83,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,True,,MO 63110,,38.6212468,-90.2526163,MO,63110
,False,"Robust Missouri Process and Manufacturing 1, LLC",,"Robust Missouri Process and Manufacturing 1, LLC",,(63-6) -299-7781,,Boone County,2023-04-27T08:29:20.855378,,84,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,True,,MO,Boone County,38.9517053,-92.3340724,MO,65202
,False,"Missouri Medical Marijuana Collective LLC
",,"Missouri Medical Marijuana Collective LLC
",,314-718-0279,,Dunklin County,2023-04-27T08:29:20.855378,,85,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,True,,MO 63857,,36.241375,-90.0559939,MO,63857
,True,"Black Fox Manufacturing, LC",,"Black Fox Manufacturing, LC",,573-694-0874,,Cole County,2023-04-27T08:29:20.855378,,86,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 65109,Cole County,38.5686223,-92.2433487,MO,65109
,False,Sprout LLC,,Sprout LLC,,314-616-1255,,St. Louis city,2023-04-27T08:29:20.855378,,87,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,True,,MO 63102,,38.623996,-90.18462170000001,MO,63102
,True,"EmmaLeaf Process, LLC",,"EmmaLeaf Process, LLC",,573-449-2929,,Shelby County,2023-04-27T08:29:20.855378,,88,,Adult-Use,,,,,,Missouri Department of Health and Senior Services,MDHSS,False,,MO 63437,Shelby County,39.7419808,-92.25851519999999,MO,63437
